Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4763,0.9265,32.5318,24.8002,0.0624,13.9972,19.4683,1.6167,7.3297,137.8951,7.4068,6.6028
2021-12-31,0.4092,0.706,48.8249,36.953,0.0749,20.3084,26.7996,2.8665,11.9986,147.4633,-8.6765,-8.7006
2020-12-31,0.3984,0.6734,17.542,13.0073,0.0433,4.513,5.9647,0.6444,2.715,131.1714,0.9795,1.32
2019-12-31,0.4884,0.9601,30.7465,23.2232,0.0573,9.5378,12.7612,1.4174,4.8794,127.0605,8.5457,8.4671
2018-12-31,0.5312,1.1401,32.9343,25.6976,0.0596,11.661,16.2294,1.6173,5.4663,110.4685,-2.1618,-1.8874
2017-12-31,0.5506,1.237,27.898,8.6559,0.0538,4.3443,6.1906,0.5789,1.9523,100.3656,5.7696,5.2142
2016-12-31,0.5559,1.2725,28.7995,18.4487,0.0533,7.9345,11.426,1.0559,3.524,98.9424,4.7763,4.219
2015-12-31,0.5515,1.2502,31.1543,20.5117,0.0565,8.4849,12.2302,1.201,3.8058,89.6787,2.2113,2.1183
2014-12-31,0.5136,1.0756,35.0365,23.1639,0.0608,9.8173,14.2333,1.4353,4.7749,81.4126,-0.7226,-0.2083
2013-12-31,0.4884,0.9765,34.7472,21.3988,0.0638,10.4583,15.7446,1.4663,5.3508,72.6974,0.1792,-0.2244
2012-12-31,0.5458,1.2324,30.5282,20.3875,0.0543,9.1583,13.9462,1.1853,4.1599,69.5612,0.5737,0.2713
2011-12-31,0.5622,1.3335,32.955,22.4226,0.0676,10.9654,20.2377,1.579,4.8006,64.4987,-1.617,-1.5575
2010-12-31,0.6028,1.5748,35.3066,22.3663,0.0621,11.4917,23.5521,1.5443,4.5645,58.0749,13.0247,12.8429
2009-12-31,0.4277,0.7903,15.2633,3.6559,0.0516,3.7119,7.5958,0.5818,2.1242,58.4177,4.8306,4.2668
