Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,2.2034,0.0732,0.0789,78.3473,24.8214,24.8214,32.2702,24.7142,19.8956,0.6279,8.6595,42.1502,18.4547,22.1988,12.4915,17.1046,48.0922,-1.4953,-6.5429
2021-12-31,3.1543,,,80.7944,39.645,39.645,46.4008,40.0953,33.3845,0.7105,8.4001,43.4519,31.5265,37.4781,23.7187,31.5265,45.5597,6.7593,5.4989
2020-12-31,5.0511,,,80.5828,38.005,38.005,45.9873,38.5971,33.9045,0.5396,7.584,48.1274,22.7188,26.8337,18.2945,22.7188,45.0298,0.79,0.8073
2019-12-31,4.3995,,,81.937,33.9279,33.9279,42.0485,35.0963,26.1468,0.5301,7.4277,49.1403,18.2922,22.6963,13.8593,18.2922,35.4327,2.6047,2.1174
2018-12-31,7.194,,,83.2462,44.6166,44.6166,52.3443,45.4189,39.5985,0.5737,7.3597,49.5945,26.2841,34.2652,22.7177,26.2841,29.4769,1.8297,-0.6563
2017-12-31,12.9157,,,86.584,49.6962,49.6962,57.1372,50.658,39.1607,0.481,6.9707,52.3622,21.4319,29.3758,18.8515,21.4319,25.584,2.6852,1.9428
2016-12-31,11.9656,,,86.2906,44.9635,44.9635,53.4373,45.2927,36.8623,0.4255,6.9216,52.7334,17.2602,26.5122,15.7279,17.2602,20.4682,1.8898,1.2387
2015-12-31,11.2478,0.0024,0.0026,84.0083,34.7222,34.7222,45.5712,34.5493,20.4652,0.3629,7.0059,52.0992,8.3405,16.0725,7.4645,8.3204,15.6027,0.8672,0.6702
2014-12-31,9.4031,0.0033,0.0065,82.729,40.061,40.061,50.0321,39.3871,23.4638,0.3119,7.4291,49.1312,8.1449,20.7247,7.3563,8.1182,12.9935,1.0726,0.9264
2013-12-31,11.8818,0.0151,0.0308,76.1814,35.6199,35.6199,48.4629,34.9848,18.9406,0.4399,7.0983,51.4209,9.6962,10.9107,8.3822,9.5499,6.1026,0.9332,0.9622
2012-12-31,10.7101,0.1448,0.2004,73.1971,10.5718,10.5718,23.3248,9.7072,0.6288,0.337,4.3496,83.9163,0.4509,0.5112,0.3509,0.3856,4.983,-0.283,-0.4512
2011-12-31,5.1212,0.0751,0.1382,76.8257,47.3188,47.3188,56.0226,45.675,18.0005,0.5862,6.7843,53.8009,23.3427,21.1104,15.7953,18.8786,3.6918,0.5336,0.3389
2010-12-31,5.7738,0.1451,0.2188,75.0253,52.2796,52.2796,59.3212,51.0638,18.845,0.6602,5.2922,68.9691,39.1726,29.332,20.2676,23.962,1.7678,0.4369,0.2417
2009-12-31,,,,71.2999,33.7194,33.7194,43.7581,32.6898,15.7014,,,,,,,,,0.0567,0.0447
