Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.5461,1.203,12.1962,12.1962,39.9791,-2.2798,-1.1491,0.1709,-0.4004,-0.446,-0.1694,-0.1818,25.5736,0.1202,0.0493
2021-12-31,0.5235,1.0988,10.7719,10.7719,40.195,-4.242,1.2802,0.1549,0.5167,0.5713,0.2288,0.2462,27.4041,-1.1955,-1.2814
2020-12-31,0.5365,1.1573,16.2219,16.2219,44.9313,2.1234,11.5707,0.1586,4.2924,4.7817,1.8437,1.9897,27.4371,-0.0354,-0.0054
2019-12-31,0.5355,1.153,22.1516,22.1516,49.5388,9.2807,11.1811,0.1568,4.1657,4.627,1.7791,1.9349,28.2865,0.0422,-0.0145
2018-12-31,0.511,1.045,26.4,26.4,50.6368,10.2735,10.9313,0.1659,4.0499,4.5113,1.8419,1.9804,28.8065,-0.1397,-0.137
2017-12-31,0.5077,1.0315,29.7763,29.7763,54.4946,16.3595,37.9523,0.1492,12.4515,13.7531,5.6825,6.1294,30.6923,0.0961,0.0636
2016-12-31,0.5138,1.0569,28.3329,28.3329,54.1479,15.0575,18.8537,0.1486,6.1965,6.8707,2.8162,3.0126,29.7318,-0.2995,-0.3149
2015-12-31,0.538,1.1643,25.989,25.989,55.0476,10.7009,12.7143,0.1476,4.047,4.5412,1.7498,1.8699,28.7892,-0.0417,-0.0687
2014-12-31,0.5533,1.2387,25.8346,25.8346,54.979,12.6297,17.1336,0.1312,4.1042,4.2822,1.6975,1.8333,29.3308,0.1812,0.1629
2013-12-31,0.5126,1.0518,25.9629,25.9629,55.2618,14.4709,18.0206,0.1275,4.2173,4.2173,1.903,2.0554,30.2656,0.6772,0.6364
2012-12-31,0.4807,0.9257,27.5279,27.5279,56.1848,11.4736,14.6906,0.1301,3.3863,3.3863,1.6216,1.7585,31.1423,0.0211,0.0041
2011-12-31,0.4073,0.6872,42.9097,42.9097,67.9938,19.0834,21.0482,0.1003,3.8593,3.8593,2.0905,2.2875,32.3949,0.511,0.4077
2010-12-31,0.5482,1.2133,42.4382,42.4382,63.7297,22.273,24.6011,0.1738,9.079,9.079,3.7688,4.102,15.1986,0.076,0.033
2009-12-31,0.518,1.0749,41.6393,41.6393,63.9291,20.7446,28.8582,0.1644,7.7811,7.7811,3.4416,3.7501,15.8612,2.7632,2.6908
