Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-01-31,1.5614,0.9337,14.085,72.5482,-42.8935,-42.8935,-28.4997,-49.3997,-50.0847,0.4617,2.0462,178.3818,-601.1093,99.6629,-23.1243,-39.8481,1.3919,1.987,2.1868
2021-01-31,2.1462,0.5909,1.4446,75.4486,-34.9956,-34.9956,-19.9808,-40.4169,-40.7278,0.3799,2.0009,182.4192,-56.9622,-1714.334,-15.4721,-23.3016,9.7704,0.6982,1.057
2020-01-31,2.1511,0.4617,0.8576,81.7804,-12.1724,-12.1724,-1.4823,-14.0594,-14.2721,0.4337,2.8125,129.7799,-16.8382,-71.9108,-6.1894,-9.0647,12.6716,-3.9276,-4.4511
2019-01-31,3.2326,0.5181,1.075,80.8833,-13.9308,-13.9308,-5.1501,-14.5973,-15.2843,0.4006,3.839,95.0772,-18.1246,-29.7777,-6.1236,-8.7348,10.193,0.1549,0.1425
2018-01-31,2.3039,,,80.4138,-14.1628,-14.1628,-7.4718,-14.4264,-14.5301,0.6119,3.3024,110.5242,-16.8138,-20.6356,-8.891,-16.8138,7.9205,0.3725,0.5645
2017-01-31,2.0384,,,79.752,-35.6205,-35.6205,-28.3151,-36.2406,-36.8242,0.549,3.9599,92.1745,-43.1541,-54.0536,-20.2183,-43.1541,5.8698,0.2794,0.3458
2016-01-31,2.4455,,,82.927,-43.0742,-43.0742,-40.1583,-42.8829,-41.7052,0.4349,3.6795,99.1985,-32.4375,-40.601,-18.1393,-32.4375,6.5333,0.3597,0.0711
2015-01-31,2.8843,,,84.8344,-47.8647,-47.8647,-45.0937,-47.6496,-48.1544,0.3613,3.5111,103.9551,-26.695,-27.6992,-17.4,-26.695,6.5836,0.1652,0.1374
2014-01-31,4.7765,,,88.1618,-25.8761,-25.8761,-23.6648,-26.1058,-26.1077,0.2909,3.6308,100.5278,-10.0659,-10.4849,-7.5945,-10.0659,6.7606,0.1216,0.1461
2013-01-31,3.2212,,,89.2312,-11.075,-11.075,-8.7256,-18.0795,-18.4379,0.5095,3.111,117.3246,-15.4418,-15.4418,-9.3947,-15.4418,2.3538,-0.1269,0.1562
2012-01-31,1.0165,2.277,-3.1228,90.4059,-7.1809,-7.1809,-5.4282,-8.9401,-9.0873,1.4711,3.5066,104.0896,26.3939,1499.587,-13.3685,-1914.982,-0.0317,0.2358,-0.0774
2011-01-31,1.1307,,0.0502,89.9525,-4.9724,-4.9724,-3.5263,-5.5566,-5.7453,1.7077,4.6823,77.9534,10.4265,-110.4469,-9.8116,-110.4469,0.1806,0.4101,0.352
2010-01-31,,,,90.6,-20.8657,-20.8657,-18.1857,-21.0629,-21.2886,,,,,,,,,0.0623,0.0374
2009-01-31,,,,100.0,100.0,100.0,100.0,100.0,-81.3615,,,,,,,,,0.0,0.0
