Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2021-12-31,0.1931,0.2393,24.0749,25.1515,30.4442,24.0749,19.5648,0.1403,13.0064,13.0064,2.7453,10.4953,50.9912,-0.8552,-0.8552
2020-12-31,0.1905,0.2354,18.7791,19.8718,25.3533,18.7791,21.574,0.1342,14.2376,14.2376,2.8942,11.5249,48.4639,1.0109,1.0109
2019-12-31,0.1849,0.2268,19.9265,20.9486,26.6957,19.9265,14.8115,0.146,11.4092,11.4092,2.1628,9.2997,39.8449,-0.4554,-0.4554
2018-12-31,0.1976,0.2463,18.3059,19.3262,25.0483,18.3059,13.4204,0.155,12.4457,12.4457,2.0797,9.9863,31.0637,0.083,0.083
2017-12-31,0.177,0.215,18.5443,19.652,24.8765,18.5443,21.2489,0.1579,18.717,18.717,3.3553,15.4047,31.4992,0.4484,0.4484
2016-12-31,0.2074,0.2617,18.0283,19.2163,24.2741,18.0283,11.7869,0.1738,12.9821,12.9821,2.0482,10.2895,25.236,-0.5893,-0.5893
2015-12-31,0.2192,0.2807,18.5033,19.8879,24.9952,18.5033,12.1359,0.1765,14.3043,14.3043,2.142,11.1689,20.8634,0.6077,0.6077
2014-12-31,0.2235,0.2879,19.7598,21.1545,21.1545,19.7598,12.984,0.1898,16.0844,16.0844,2.464,12.4889,20.7337,-4.0687,-4.0687
2013-12-31,0.2509,0.335,20.1178,21.3417,21.3417,20.1178,13.1919,0.1973,21.6006,21.6006,2.6033,16.1808,15.9116,-4.6482,-4.6482
2012-12-31,0.2141,0.2724,16.9611,17.9901,17.9901,16.9611,11.2995,0.1935,17.9372,17.9372,2.1862,14.0974,17.0783,4.3811,4.3811
2011-12-31,0.2024,0.2537,13.3057,14.1897,14.1897,13.3057,8.7366,0.1907,14.9622,14.9622,1.6664,11.934,13.8813,4.1629,4.1629
2010-12-31,0.2156,0.2748,17.1764,17.895,17.895,17.1764,11.229,0.2052,21.0564,21.0564,2.3041,16.5177,11.7702,0.8193,0.8193
2009-12-31,0.2359,0.3088,12.2439,12.6383,12.6383,12.2439,8.2009,0.217,17.7854,17.7854,1.7799,13.5893,8.9816,6.5673,6.5673
