Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,1.298,0.6338,1.7308,82.1308,-11.3714,-11.3714,-11.9781,-23.4938,0.2415,2.4594,36.5943,-35.5037,89.1497,-5.6732,-13.0014,2.2533,0.5873,0.5717
2022-09-30,1.2465,0.6753,2.0796,82.7355,-4.2144,-4.2144,-0.708,-1.7019,0.2395,3.2717,27.5087,-2.8591,4.116,-0.4076,-0.9284,1.8809,0.3623,0.2976
2022-06-30,1.19,0.7533,3.0529,81.5901,-22.3525,-22.3525,-13.5815,-19.6758,0.2284,2.466,36.4964,-45.6683,30.1236,-4.4939,-11.2682,1.2842,0.9137,0.8161
2022-03-31,1.1886,0.7674,3.2987,83.8791,-2.1785,-2.1785,-4.1266,-4.1982,0.237,2.8024,32.1155,-10.2611,5.8004,-0.9949,-2.387,,1.501,1.3968
2021-12-31,1.0753,0.8899,8.0836,83.9961,3.3466,3.3466,-2.9409,-3.2429,0.2494,2.7212,33.0731,-18.0611,3.1454,-0.8088,-1.9883,,0.8153,0.7657
2021-09-30,0.8383,1.0438,-33.7716,84.3237,9.1978,9.1978,-66.8651,-66.9687,0.1797,3.2899,27.3561,1509.776,47.3295,-12.0336,-66.1044,,0.2578,0.2305
2021-06-30,0.7045,,1.1827,82.4915,-1.345,-1.345,-38.249,-38.0801,0.19,3.1827,28.2777,-72.2492,38.3615,-7.2342,-72.2492,1.1719,0.7946,0.7575
2021-03-31,0.7835,,1.3135,85.0741,12.2229,12.2229,37.1091,28.1048,0.1711,2.897,31.0666,38.7333,-36.7637,4.8101,38.7333,,1.4516,1.4322
2020-12-31,0.7339,,4.3494,84.1467,5.5276,5.5276,-121.1451,-123.9687,0.1408,3.131,28.7444,-367.4636,96.8901,-17.4528,-367.4637,,0.803,0.7648
2020-09-30,0.8815,,1.3049,83.9645,2.5967,2.5967,-5.2935,-4.6907,0.1138,3.7339,24.1034,-3.1308,18.2367,-0.5338,-3.1308,,0.3204,0.2889
2020-06-30,0.8758,,1.5456,83.7129,-0.7619,-0.7619,-91.9001,-89.4877,0.1105,3.7918,23.7354,-66.9597,193.0709,-9.8926,-66.9597,2.325,0.5087,0.4438
2020-03-31,0.9738,,1.0731,82.8333,-4.8399,-4.8399,-40.5404,-38.5889,0.113,4.31,20.8815,-19.3652,-286.4503,-4.3622,-19.3652,,0.6628,0.6342
2019-12-31,1.0172,,0.9734,83.9107,10.237,10.237,34.6911,30.3564,0.1167,3.2556,27.6444,13.8629,102.8201,3.5418,13.8629,,0.87,0.8421
2019-09-30,0.9347,,1.2421,82.8617,-1.2535,-1.2535,20.4918,19.0759,0.1108,3.6034,24.9766,9.9849,-127.9912,2.113,9.9849,,0.3037,0.2793
2019-06-30,0.8766,,1.5095,81.73,-9.6968,-9.6968,-57.0442,-70.9883,0.1124,4.0199,22.3885,-42.0037,122.1702,-7.9777,-42.0037,2.3367,0.4983,0.416
2019-03-31,3.3365,0.5492,1.2183,82.4784,-8.9103,-8.9103,-65.212,-65.588,0.1076,4.775,18.848,-29.2486,-255.8123,-7.0551,-13.1849,,0.5851,0.5576
2018-12-31,3.4415,0.505,1.0203,83.3493,-1.0599,-1.0599,9.0518,15.1131,0.1097,4.1165,21.8634,5.5121,23.4502,1.6582,2.7283,,0.5115,0.494
2018-09-30,4.1735,0.5372,1.1608,83.0953,-0.0718,-0.0718,-89.8179,-90.7042,0.1047,5.029,17.8962,-33.9906,-69.0219,-9.4945,-15.7305,,0.3595,0.3172
2018-06-30,4.0955,0.4746,0.9034,82.0771,-1.0004,-1.0004,-7.6787,-8.8933,0.1018,4.1963,21.4472,-2.417,-4.1237,-0.9055,-1.2699,3.8558,0.36,0.2905
2018-03-31,2.0187,,,79.8333,-4.5807,-4.5807,-3.3625,-7.0534,0.1634,4.3476,20.7008,-1.7925,-3.2116,-1.1527,-1.7925,,0.3896,0.3714
2017-12-31,2.0167,,,79.8842,-6.0645,-6.0645,-5.5667,-29.9234,0.1642,4.4606,20.1766,-7.4366,-13.9836,-4.9145,-7.4366,,0.3116,0.292
2017-09-30,1.9486,,,79.4915,-10.3791,-10.3791,-10.0819,-5.8676,0.1455,4.5317,19.86,-1.2342,-2.2453,-0.8537,-1.2342,,0.286,0.2747
2017-06-30,1.8738,,,78.8879,-18.5028,-18.5028,-18.2228,-11.8786,0.1358,4.4413,20.2642,-2.3162,-4.4885,-1.613,-2.3162,3.934,0.231,0.2074
2017-03-31,1.8267,,,79.4289,-14.4226,-14.4226,-14.0836,-10.9193,0.1294,4.9126,18.3204,-2.0456,-4.2916,-1.4131,-2.0456,,0.3234,0.3029
2016-12-31,3.2659,,,81.936,-1.7722,-1.7722,-0.9986,-1.1403,0.1375,4.3914,20.4945,-0.2143,-0.2257,-0.1568,-0.2143,3.561,0.2125,0.1995
2016-09-30,3.3643,,,83.5057,-3.7489,-3.7489,-2.8336,-1.9278,0.1305,6.1055,14.7409,-0.3377,-0.3572,-0.2516,-0.3377,,0.1303,0.1209
2016-06-30,3.2919,,,83.442,-8.9271,-8.9272,-8.2273,-3.6853,0.1288,6.0053,14.9868,-0.6426,-0.6614,-0.4745,-0.6426,3.3842,0.2255,0.1276
2016-03-31,3.4473,,,83.2426,-4.1843,-4.1843,-3.5467,-0.9089,0.1246,6.1483,14.6383,-0.1517,-0.1567,-0.1133,-0.1517,,0.1646,0.1418
2015-12-31,3.7406,,,83.1614,3.0691,3.0691,2.9716,4.6169,0.1198,4.3655,20.616,0.7188,0.7447,0.5531,0.7188,3.3176,0.1804,0.1666
2015-09-30,1.3783,,,83.8738,6.9513,6.9513,6.3965,4.9911,0.2459,6.6135,13.6085,2.353,2.6823,1.2271,2.353,1.157,0.099,0.0567
2015-06-30,3.2919,,,83.3885,-3.2807,-3.2807,-2.7481,-1.2755,0.0926,4.3213,20.8271,-0.16,-0.1647,-0.1182,-0.16,,0.1443,0.0489
2015-03-31,,,,83.9596,-1.7841,-1.7841,-3.305,-0.7718,,,,,,,,,0.2344,0.2049
2014-12-31,,,,83.7074,5.4335,5.4335,4.3217,6.6086,,,,,,,,,0.237,0.1768
2014-09-30,,,,82.5594,3.0859,3.0859,1.8727,5.2752,,,,,,,,,0.0664,0.0308
2014-06-30,,,,,,,,,,,,,,,,,0.0,0.0
2013-06-30,,,,,,,,,,,,,,,,,0.0,0.0
