Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.475,0.9046,16.7248,16.7248,46.7418,24.6039,24.1509,0.1307,7.1498,7.5917,3.2562,3.7539,13.1395,0.195,-2.2113
2021-12-31,0.4664,0.8741,16.6289,16.6289,48.2261,6.7698,26.4885,0.1243,1.9512,2.1063,0.9027,1.0411,13.0937,0.0466,1.852
2020-12-31,0.4635,0.8639,9.3561,9.3561,47.3764,13.234,24.9956,0.1033,2.2018,2.3708,1.0082,1.1812,13.5399,-0.3008,2.5491
2019-12-31,0.4737,0.9002,23.1604,23.1604,78.7108,14.2155,3.5464,0.0884,2.6317,2.7386,1.2504,1.3849,13.1971,-0.0563,-6.4899
2018-12-31,0.4609,0.8549,25.1172,25.1172,73.6914,70.3906,88.8446,0.0937,12.8554,13.4872,6.5827,6.9303,13.6391,-0.021,1.5133
2017-12-31,0.5848,1.4085,20.7902,20.7902,51.2793,22.2033,22.3446,0.1312,7.5539,8.1513,2.9999,3.1363,11.9184,-0.7913,0.5343
2016-12-31,0.6073,1.5467,33.3141,33.3141,62.239,17.2491,29.4252,0.1351,6.2978,6.8511,2.3743,2.4729,12.6929,-0.0432,1.2161
2015-12-31,0.5318,1.1357,30.5738,30.5738,59.2849,7.0225,-28.8872,0.0905,1.5664,1.6667,0.7117,0.7334,20.9379,-0.0807,-0.5964
2014-12-31,0.4692,0.884,42.8642,42.8642,73.4227,16.7649,56.1936,0.0767,2.4672,2.58,1.2719,1.3095,23.9199,0.2001,-0.8408
2013-12-31,0.4421,0.7924,60.4345,60.4345,83.343,40.5745,46.1504,0.1046,8.3306,8.7215,4.536,4.6478,23.9214,0.1053,-0.1529
2012-12-31,0.4471,0.8086,61.6115,61.6115,83.1043,39.6326,43.2076,0.0944,7.4503,7.8532,4.0229,4.1194,23.729,0.6067,0.8118
2011-12-31,0.456,0.8382,52.7144,52.7144,76.2439,28.9587,30.4117,0.0973,6.0,6.0592,3.0797,3.1631,22.5648,-0.0821,0.6414
2010-12-31,0.3632,0.5704,52.5715,52.5715,79.3291,30.8562,24.7941,0.093,4.0116,4.0276,2.3653,2.4651,21.9614,0.0139,-0.7858
2009-12-31,0.487,0.9492,34.1962,34.1962,62.8042,8.8113,9.5111,0.0939,1.8092,1.8432,0.8407,0.8837,20.2986,1.8776,1.7892
