Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.0457,-25.1049,29.4014,29.4014,31.517,25.2905,20.7469,0.3816,-616.7833,-28.8613,8.0908,28.1609,-2.0886,5.4479,5.1345
2021-12-31,0.8766,8.1105,17.141,17.141,19.8147,15.837,10.2928,0.382,112.9534,-16.8383,4.0981,13.9357,5.3911,-2.2885,-2.2895
2020-12-31,0.6702,2.1571,25.131,25.131,28.8632,22.2845,17.7932,0.3446,56.3215,-35.2612,6.2839,18.5751,15.8891,4.3123,4.6426
2019-12-31,0.6577,2.1279,19.6949,19.6949,24.8161,16.9799,13.9108,0.3745,45.6074,-28.6052,5.3494,15.6114,14.86,0.8009,0.8373
2018-12-31,0.5869,1.48,14.3361,14.3361,21.4763,11.5692,10.5293,0.4076,26.0725,-21.5644,4.1632,10.7716,17.5718,4.0104,3.7408
2017-12-31,0.5494,1.2836,10.6521,10.6521,19.5639,6.8514,12.2625,0.3832,9.3589,-7.9919,1.6674,4.2172,18.7722,-5.7898,-5.9146
2016-12-31,0.5148,1.1217,19.2475,19.2475,22.6379,14.89,14.8369,0.3535,22.65,-33.2537,4.7079,10.9903,21.1145,1.5264,1.6539
2015-12-31,0.4589,0.9407,16.7405,16.7405,20.3059,15.0633,14.6097,0.3526,20.68,-27.4239,4.6609,11.1905,22.4574,1.0308,1.1806
2014-12-31,0.4199,0.8418,16.3221,16.3221,21.2536,14.6534,11.5982,0.4046,21.5805,-30.1327,4.8065,12.5197,23.6821,0.4901,0.3616
2013-12-31,0.3102,0.5356,14.143,14.143,19.5176,13.0174,9.4202,0.3906,14.0085,-33.9645,3.7949,9.6625,27.2531,1.2916,1.3744
2012-12-31,0.3224,0.5336,13.8614,13.8614,19.5501,11.9854,8.6243,0.3777,13.0686,-24.7994,3.3458,8.8557,25.1045,1.2802,1.1783
2011-12-31,0.3385,0.5532,14.1402,14.1402,19.2965,12.2973,8.6737,0.3819,12.4384,-25.7259,3.4177,8.2281,25.0,0.3596,0.2565
2010-12-31,0.3258,0.5425,14.6147,14.6147,18.1978,12.4413,8.2942,0.2937,9.138,-19.2055,2.6189,6.1607,24.9955,0.909,0.7861
2009-12-31,0.2689,0.3697,13.4431,13.4431,16.6294,12.4951,9.8354,0.3308,12.5391,-47.3574,2.9663,9.1668,20.3943,1.7176,1.2367
