Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.3696,0.5646,1.3861,67.3571,6.9613,6.9613,25.2156,4.465,3.4747,0.63,2.8248,5.1719,70.5732,7.0932,-14.2676,2.1838,3.0883,20.7112,-3.225,-3.5204
2021-12-31,1.518,0.5553,1.3141,69.9785,11.8887,11.8887,26.042,9.0633,6.6772,0.6396,3.4912,4.2791,85.2978,14.2111,-28.4789,4.3366,6.3203,22.1609,-1.1855,-1.2301
2020-12-31,1.6005,0.6134,1.7364,68.5494,9.1814,9.1814,22.4192,5.8934,4.0711,0.5052,4.345,3.9271,92.943,7.6753,-9.8609,2.0835,2.9671,21.3878,2.0127,2.1382
2019-12-31,5.3676,0.5746,1.351,61.7008,13.8151,13.8151,19.4589,12.5906,11.0271,0.533,4.0524,3.3462,109.0776,17.3759,28.0647,5.8776,7.3914,21.8871,-0.0391,0.0345
2018-12-31,2.4189,0.4914,0.9717,59.5891,7.2288,7.2288,12.5385,5.9044,4.8133,0.8702,4.174,3.8548,94.6883,12.564,38.3522,4.1884,6.3902,13.9103,-0.5808,-0.6323
2017-12-31,2.9032,0.4807,1.0102,60.964,15.5546,15.5546,19.54,15.0899,7.6127,0.9848,4.6936,3.707,98.463,21.673,38.1532,7.4973,11.2558,14.7044,-0.7349,-0.5766
2016-12-31,1.995,0.3915,0.9239,62.041,15.6987,15.6987,19.4917,13.7951,10.9841,0.9859,4.9151,3.803,95.9768,28.6219,50.9591,10.4717,17.4152,14.9633,1.9273,1.8282
2015-12-31,2.6916,0.4818,1.0287,62.2928,15.5578,15.5578,20.0047,13.5787,10.1594,0.9421,4.3617,3.6519,99.947,26.8569,56.5375,9.4662,13.9168,13.333,1.0115,0.7634
2014-12-31,2.4667,0.5133,1.227,60.2925,14.8549,14.8549,19.649,12.6248,9.7243,0.9467,5.0015,3.9073,93.4151,28.1995,75.4631,9.1479,13.7243,11.7699,0.4547,0.4319
2013-12-31,1.8195,0.3633,0.8302,59.0192,11.4423,11.4423,17.0441,8.6185,7.011,0.9273,4.7962,3.7327,97.7844,16.8769,39.8762,6.4496,10.7457,12.837,-1.01,-1.0104
2012-12-31,2.6115,0.4809,1.0752,59.1101,13.4944,13.4944,18.1921,11.0884,8.2172,0.9453,5.2903,3.97,91.9385,22.2903,54.5634,7.7681,11.571,11.6906,1.0942,0.9872
2011-12-31,2.3916,0.497,1.1155,57.1526,13.86,13.86,18.4396,11.3495,8.9922,1.0375,5.4979,4.1423,88.1143,27.1861,81.0565,9.3292,13.6733,11.0198,0.4335,0.4637
2010-12-31,3.0899,0.4639,0.8742,57.7714,14.6885,14.6885,18.8962,12.6862,9.9384,0.9778,4.6405,4.1635,87.6669,24.6222,62.1478,9.7173,13.2008,11.7557,0.7875,0.6962
2009-12-31,2.5065,0.4151,0.7187,58.7916,14.4692,14.4692,18.9177,13.0212,9.2167,1.0439,8.0634,3.916,93.2074,23.5099,66.4447,9.6213,13.75,11.6324,1.7386,1.057
