Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.1571,0.5109,1.0694,100.0,20.6564,20.6564,24.1265,19.7008,14.7201,0.6194,3.5407,103.0878,28.719,-38.4003,9.2276,14.0471,21.347,0.0076,-0.1317
2021-12-31,1.242,0.4935,0.9758,100.0,21.7558,21.7558,25.5247,21.2311,15.8577,0.5764,3.5482,102.8703,28.2837,-40.1518,9.23,14.3263,22.2864,0.2483,0.1366
2020-12-31,1.2439,0.5383,1.2217,100.0,17.8007,17.8007,22.1029,16.2158,11.7046,0.5212,3.2339,112.8652,22.095,-22.845,6.1908,10.2014,18.2382,1.9851,2.1293
2019-12-31,1.0582,0.5749,1.5052,100.0,16.0762,16.0762,19.9616,14.6469,10.4612,0.531,3.1803,114.7694,22.3215,-18.6592,5.6542,9.4894,15.7715,-0.1311,-0.3464
2018-12-31,1.2051,0.4208,0.7679,100.0,18.4682,18.4682,21.7726,15.01,11.0368,0.6928,3.4631,105.3983,22.02,-48.3778,7.7394,12.7539,15.0525,1.1041,1.062
2017-12-31,1.305,0.4125,0.7373,100.0,18.9318,18.9318,22.3617,18.8463,10.6389,0.6865,3.3932,107.5688,20.2903,-51.6946,7.3915,11.9207,14.6291,-0.1828,-0.2741
2016-12-31,1.1965,0.4175,0.7664,100.0,18.4013,18.4013,21.7168,18.7722,13.3828,0.7263,3.6264,100.6506,28.6193,-55.6935,9.8681,16.6713,12.2023,0.3078,0.4352
2015-12-31,1.3603,0.4,0.6686,100.0,18.7621,18.7621,22.043,17.8934,12.4021,0.7078,3.7145,98.2638,24.7804,-70.4262,8.9811,14.8673,12.65,-0.3094,-0.252
2014-12-31,1.5048,0.3207,0.4737,100.0,17.767,17.767,20.7629,15.8829,11.3119,0.7279,3.8351,95.1745,20.6225,-183.875,8.2673,14.0082,13.2058,1.4286,1.4783
2013-12-31,1.654,0.2474,0.3705,100.0,16.9399,16.9399,19.8597,16.0917,11.0676,0.7221,3.7042,98.536,17.2915,226.0656,8.1213,13.0144,14.586,0.0083,-0.1326
2012-12-31,1.6731,0.2869,0.4417,100.0,15.3388,15.3388,18.2657,14.2234,9.8625,0.7321,3.8993,93.607,18.2259,-183.8168,7.3919,12.9966,12.1098,-0.6995,-0.7656
2011-12-31,1.5106,0.3099,0.4929,100.0,14.2114,14.2114,17.0918,12.1812,8.6153,0.7458,3.9663,92.0259,16.532,-95.9922,6.3543,11.408,11.0168,1.7672,1.7516
2010-12-31,1.6992,0.3205,0.473,100.0,8.9005,8.9005,12.2844,7.2891,8.0,0.6891,3.4761,105.0024,8.8075,-138.4804,3.6904,5.9845,11.8684,0.1058,0.1874
2009-12-31,1.3273,0.341,0.6127,100.0,7.9137,7.9137,14.8306,5.6149,2.2683,0.641,3.609,101.1352,9.0568,-149.1573,3.4622,5.9683,11.0691,1.2214,0.6527
