Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2985,1.3186,26.1705,19.0008,0.0435,12.8776,12.6417,0.8617,8.324,54.0211,4.963,4.8045
2021-12-31,0.233,0.6464,30.7073,22.7712,0.0356,13.8817,13.6624,0.8403,9.8628,57.8393,-2.5841,-2.3915
2020-12-31,0.2819,0.7615,27.2365,19.0937,0.0352,11.1937,11.0126,0.7113,7.4291,56.1158,-2.9469,-2.8639
2019-12-31,0.265,1.0627,31.9354,23.4723,0.0445,15.1992,14.3561,1.0906,9.8888,52.8876,4.1487,3.8507
2018-12-31,0.2445,1.3385,32.7682,25.2732,0.0452,16.1682,15.8187,1.1772,11.1894,47.9805,0.3822,0.3463
2017-12-31,0.2399,1.2133,30.2389,20.9206,0.039,12.8452,12.4758,0.8651,8.9208,45.179,0.9018,0.9886
2016-12-31,0.2412,0.9102,30.4162,19.8565,0.0402,11.6163,11.161,0.8332,8.0192,42.7392,-1.2424,-1.3075
2015-12-31,0.2654,0.9303,30.8707,19.7025,0.0406,11.708,11.9054,0.8341,8.2164,37.9683,3.8945,3.8184
2014-12-31,0.2863,0.8158,27.5178,18.2419,0.0393,10.0715,10.2556,0.7384,6.8575,36.2006,0.4484,0.4859
2013-12-31,0.3348,0.9383,26.4296,17.6787,0.0395,9.2429,9.9209,0.7104,6.148,33.3387,0.1081,0.0304
2012-12-31,0.3529,0.7907,25.6335,17.4963,0.0397,9.1311,9.8337,0.7052,5.909,31.5049,-1.8062,-1.7098
2011-12-31,0.3893,1.0513,23.788,16.057,0.0371,8.4807,9.1659,0.6023,5.1792,29.5313,1.9286,1.9011
2010-12-31,0.4178,1.4489,28.3797,19.0355,0.0416,9.8019,10.4131,0.7985,5.7063,28.193,-1.0335,-0.8458
2009-12-31,0.425,2.2864,35.141,21.084,0.0435,13.6912,14.6214,1.0521,7.8717,26.1176,4.292,3.7311
