Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.9739,0.4344,0.8759,57.5329,25.1205,25.1205,29.2644,23.691,18.0694,0.2984,9.1965,39.6892,18.2187,-24.8671,5.3814,10.3037,12.5389,1.2825,1.2999
2021-12-31,0.943,0.429,0.9102,58.104,24.4818,24.4818,29.2049,26.0618,20.1665,0.2926,10.0102,36.4628,18.5324,-24.5197,5.9011,10.5822,12.809,-0.3562,-0.3035
2020-12-31,1.5556,0.4626,0.8609,51.6089,21.9378,21.9378,25.5289,21.5467,16.5867,0.3129,9.9382,36.7271,14.4966,-34.9569,5.1894,7.7899,13.0072,0.5779,0.456
2019-12-31,1.0149,0.347,0.6006,59.535,23.8845,23.8845,28.3466,23.9314,18.1776,0.3058,10.0901,36.1743,13.7258,-26.0081,5.5587,8.9635,11.3854,-0.1209,-0.1538
2018-12-31,0.9696,0.3517,0.7031,59.0601,24.0355,24.0355,28.9455,24.8773,10.7084,0.2724,11.138,32.7706,8.4052,-14.2502,2.9172,5.4491,10.9971,0.2567,0.3191
2017-12-31,1.0527,0.3879,0.7155,61.0689,25.1013,25.1013,29.8632,22.0871,18.4651,0.2571,11.0899,32.9129,12.398,-22.9679,4.7479,7.5882,11.7056,0.2543,0.2359
2016-12-31,1.1171,0.3989,0.6635,61.4471,22.5702,22.5702,27.1598,3.5907,2.8618,0.2618,8.634,42.2746,1.9521,-3.9391,0.7491,1.1735,10.8657,0.1176,0.1118
2015-12-31,1.1164,0.2965,0.4215,61.4164,21.1578,21.1578,25.2131,18.5131,12.5771,0.2869,10.769,33.8936,7.6128,-24.4699,3.6,5.3556,11.3779,0.1972,0.2081
2014-12-31,1.1409,0.2839,0.3964,59.0571,21.5429,21.5429,25.4571,16.9714,11.8286,0.29,8.9974,40.5672,7.1281,-22.6799,3.4214,5.1044,11.4419,0.1004,0.0546
2013-12-31,1.1296,0.2951,0.4259,59.0159,21.4264,21.4264,25.2258,18.6858,11.99,0.2553,8.1705,44.673,6.2096,-16.0804,3.0532,4.3771,12.1715,-0.0185,-0.0743
2012-12-31,1.4656,0.261,0.3793,53.6539,22.1154,22.1154,25.4487,17.5641,11.2821,0.3417,9.3694,38.9567,6.6999,-19.6509,3.8217,4.9511,10.4847,-0.1031,-0.1083
2011-12-31,1.0899,0.2936,0.4246,49.1565,20.2443,20.2443,23.5893,16.6667,11.2565,0.244,11.1623,32.6993,7.6815,-22.2287,2.718,5.4265,9.5763,0.5286,0.4335
2010-12-31,1.0339,0.3156,0.4908,47.5086,19.7744,19.7744,23.1902,16.4839,12.3472,0.1969,10.7081,34.0865,8.2258,-18.3751,2.4002,5.6295,8.9675,-0.1941,-0.1702
2009-12-31,1.1808,0.2741,0.4231,42.5975,17.6781,17.6781,21.0496,11.4629,7.7983,0.3181,11.3322,32.209,5.3196,-17.6866,2.4529,3.8614,7.7962,0.9043,0.8126
