Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.041,0.3992,0.6794,54.9417,21.0859,21.0859,39.1949,16.4233,14.264,0.2115,0.7076,515.8401,8.1898,-14.5884,3.0786,4.9203,40.213,1.121,0.5656
2021-12-31,1.0314,0.3956,0.6705,49.9076,14.1008,14.1008,34.1181,10.2675,8.2214,0.2128,0.9827,371.4335,4.4298,-7.4747,1.84,2.6774,40.398,-0.0616,-0.4719
2020-12-31,1.0372,0.3804,0.6255,47.401,12.4697,12.4697,34.3994,7.8845,6.4503,0.199,1.0606,344.1351,2.9483,-5.2391,1.3066,1.8269,49.506,0.7199,0.7826
2019-12-31,1.0839,0.3845,0.633,47.8846,15.7946,15.7946,33.2483,10.6312,8.7661,0.1314,3.6618,99.679,2.642,-4.7891,1.1788,1.6261,51.0176,1.5968,1.0873
2018-12-31,1.1065,0.722,2.5988,47.2952,30.1048,30.1048,39.6531,26.7045,20.3847,0.517,3.7935,96.2176,51.7663,-21.3797,10.5399,14.3914,5.842,0.3131,0.1083
2017-12-31,1.0191,0.642,1.7942,46.9101,26.8961,26.8961,34.691,23.8413,21.875,0.5536,5.7131,63.8878,45.1117,-25.9861,11.974,16.151,6.5791,0.2428,0.225
2016-12-31,0.9495,0.6374,1.7954,46.2489,26.2489,26.2489,33.8965,23.1608,16.8937,0.565,6.1031,59.8056,36.5998,-19.9357,9.5453,13.2706,5.8956,0.1898,0.3439
2015-12-31,1.0027,0.6172,1.6139,46.2489,26.2489,26.2489,33.8238,23.1608,16.8937,0.5894,6.8641,53.1753,34.9624,-21.0789,9.9572,13.3852,5.9032,0.4197,0.1958
2014-12-31,0.9717,0.5288,1.1502,43.1307,23.8847,23.8847,31.8595,20.6672,14.8835,0.5443,6.3484,57.4951,22.8832,-19.2494,8.1006,10.7822,6.856,0.6338,0.4995
2013-12-31,1.1802,0.5116,1.0734,42.3349,22.0399,22.0399,30.4113,18.6539,13.4607,0.506,6.4101,56.9412,18.1311,-17.2277,6.8328,8.8544,6.9829,0.4505,0.3579
2012-12-31,1.3059,0.4858,0.9453,42.2002,23.6249,23.6249,31.5149,19.8602,13.7737,0.5221,6.711,54.388,17.3251,-19.5251,6.9672,8.909,6.4013,-0.1366,-0.158
2011-12-31,0.9798,0.4968,1.0421,41.6181,23.0823,23.0823,31.1261,16.8571,11.0049,0.5018,6.4399,56.6776,14.9478,-14.5678,5.6972,7.5224,5.8137,0.0596,0.0185
2010-12-31,1.5903,0.5094,1.0393,42.2695,24.3649,24.3649,32.5671,19.187,12.001,0.4991,7.2255,50.5154,15.6705,-16.7162,6.1104,7.6876,5.4952,0.2114,0.2415
2009-12-31,1.0999,0.5278,1.2032,41.6237,23.2033,23.2033,31.3711,18.0034,11.6753,0.4866,7.3592,49.5977,15.6312,-14.1152,5.6457,7.3814,4.938,1.3674,1.0489
