Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.473,0.8977,13.2022,13.2022,21.6736,19.0334,0.0304,1.4194,2.7053,0.6089,0.7168,61.0593,1.3101,1.9983
2022-06-30,0.4478,0.8108,14.9538,14.9538,7.0453,4.6735,0.0317,0.3779,0.6332,0.1776,0.2,61.9182,1.7741,1.7741
2022-03-31,0.4414,0.7902,12.5284,12.5284,7.9972,5.5973,0.0307,0.4401,0.7391,0.2097,0.2359,63.9652,0.9742,0.9742
2021-12-31,0.4212,0.7278,11.8341,11.8341,98.4873,95.1818,0.0306,6.1448,10.346,2.9981,3.4155,64.9642,1.6047,5.0394
2021-09-30,0.4423,0.7929,16.2703,16.2703,13.2597,10.9514,0.0316,0.8015,1.4071,0.3809,0.4286,62.5913,1.3942,1.438
2021-06-30,0.434,0.7668,16.9804,16.9804,15.86,11.6512,0.0302,0.7216,1.2607,0.348,0.392,64.2748,1.8483,1.9092
2021-03-31,0.4195,0.7226,17.656,17.656,36.888,34.1534,0.0307,2.269,3.8619,1.1104,1.2489,65.1995,1.163,3.5945
2020-12-31,0.419,0.7213,15.082,15.082,5.9128,4.1574,0.0295,0.3401,0.5883,0.165,0.1874,65.8116,2.1309,2.254
2020-09-30,0.4117,0.6998,14.0927,14.0927,1.4248,-3.647,0.0289,-0.0083,-0.014,-0.0041,-0.0046,65.7274,1.7384,1.822
2020-06-30,0.4116,0.6996,15.3889,15.3889,8.8085,5.4055,0.0293,0.4676,0.7681,0.2244,0.2528,65.882,1.6215,1.2207
2020-03-31,0.4163,0.7133,12.1517,12.1517,28.6493,24.6386,0.0249,1.4528,2.3552,0.6907,0.7771,65.1624,1.0097,3.3546
2019-12-31,0.4883,0.9542,17.6431,17.6431,44.1411,40.0752,0.0341,3.8079,4.8216,1.5143,1.6851,50.7805,1.9272,2.2846
2019-09-30,0.5169,1.0698,20.4308,20.4308,8.9774,6.1784,0.0348,0.7416,0.9832,0.2916,0.3197,48.9534,1.3498,1.276
2019-06-30,0.5087,1.0352,18.603,18.603,8.2365,3.9633,0.0342,0.6542,0.8613,0.2617,0.2877,50.2759,2.2684,2.0284
2019-03-31,0.1379,0.936,17.3776,17.3776,15.3789,11.7701,0.0349,1.2697,1.587,0.5184,0.9498,52.7462,1.6818,1.6382
2018-12-31,0.5055,1.0224,15.7847,15.7847,6.0075,4.0128,0.0327,0.5474,0.8079,0.2213,0.2395,52.601,1.7029,2.2693
2018-09-30,0.4603,0.8529,18.0857,18.0857,12.0553,8.7483,0.0358,0.9488,1.2214,0.4206,0.4526,52.1822,1.7416,1.9834
2018-06-30,0.4575,0.8434,19.0831,19.0831,11.9589,8.6279,0.0353,0.9234,1.1884,0.4117,0.4429,52.3983,2.1109,2.0232
2018-03-31,0.4555,0.8364,19.3202,19.3202,15.2437,11.5935,0.0345,1.1365,1.4618,0.5101,0.5482,53.1223,1.1476,1.8119
2017-12-31,0.436,0.7827,16.0228,16.0228,10.965,7.2878,0.0342,0.8128,1.0399,0.3722,0.4066,53.7765,1.8464,0.1219
2017-09-30,0.4316,0.7593,10.8467,10.8467,2.4542,-0.6788,0.0287,0.1257,0.1602,0.0588,0.0635,54.3896,0.7947,0.8679
2017-06-30,0.5613,1.2795,23.0847,23.0847,14.525,10.2188,0.045,1.897,1.8712,0.6325,0.6938,31.0223,1.8443,1.7138
2017-03-31,0.5502,1.223,24.9347,24.9347,15.763,12.0139,0.0447,2.0841,1.9607,0.6859,0.7502,31.7817,1.3656,1.2809
2016-12-31,0.5322,1.1376,26.2006,26.2006,17.0677,13.4681,0.0473,2.3339,2.1953,0.7885,0.8763,32.2747,1.8499,1.8796
2016-09-30,0.5369,1.1594,21.1883,21.1883,41.3981,34.2911,0.0444,5.3167,5.0364,1.8086,1.9822,32.6983,1.5142,-2.1571
2016-06-30,0.5865,1.4184,21.8082,21.8082,10.3306,5.4281,0.0456,1.6783,1.2752,0.4511,0.487,29.55,1.4583,1.4554
2016-03-31,0.5807,1.385,23.4265,23.4265,12.7811,7.7598,0.0441,1.9756,1.5149,0.5457,0.5879,30.2811,1.2251,1.4587
2015-12-31,0.5653,1.3003,8.2747,8.2747,-3.2303,-8.0007,0.0438,-0.5105,-0.394,-0.1452,-0.1588,30.9904,1.8383,1.4679
2015-09-30,0.5406,1.1767,23.8836,23.8836,13.6692,8.8355,0.0459,2.1065,1.4333,0.6088,0.6585,29.708,1.298,1.2853
2015-06-30,0.5609,1.2773,25.4709,25.4709,33.4556,27.8507,0.0438,4.8555,3.5473,1.4396,1.5577,28.6397,1.5814,2.2682
2015-03-31,0.5553,1.2489,36.7228,36.7228,30.4961,25.0186,0.0432,4.3536,3.1708,1.3002,1.41,28.4097,1.0205,1.3384
2014-12-31,0.5442,1.1939,-1.4958,-1.4958,-8.1496,-12.6856,0.0433,-1.214,-0.8889,-0.3652,-0.4052,28.8605,1.4319,1.4337
2014-09-30,0.536,1.155,19.9842,19.9842,31.864,26.5206,0.0424,4.26,3.1719,1.3388,1.4719,30.2839,1.123,0.9401
2014-06-30,0.5403,1.1754,23.03,23.03,15.5321,10.3401,0.0405,1.9874,1.4835,0.6189,0.682,30.5406,1.4516,1.7348
2014-03-31,0.5637,1.292,23.0439,23.0439,12.4312,8.7524,0.0398,1.6159,1.2054,0.4764,0.5259,30.1364,0.9015,0.9015
2013-12-31,0.5764,1.3607,25.7409,25.7409,14.4892,11.2821,0.0396,1.8859,1.5266,0.5782,0.6467,28.3875,1.7669,1.6843
2013-09-30,0.565,1.2988,22.4471,22.4471,40.5401,36.5977,0.0403,5.1405,4.17,1.6283,1.814,28.6562,1.214,0.9827
2013-06-30,0.5673,1.3112,27.5085,27.5085,16.4596,12.951,0.0396,2.0642,1.6639,0.6491,0.7199,27.9023,1.4394,1.1269
2013-03-31,0.5806,1.3844,27.5096,27.5096,14.7568,11.9031,0.0399,1.7647,1.5281,0.5761,0.6409,26.3363,0.7026,0.0857
2012-12-31,0.5502,1.223,27.0599,27.0598,15.9849,12.814,0.0397,1.9105,1.5977,0.6338,0.7187,27.9556,1.7663,0.1766
2012-09-30,0.5363,1.1566,28.3448,28.3448,16.8276,13.3191,0.0402,1.9289,1.6136,0.6687,0.7482,28.6186,0.8153,-9.032
2012-06-30,0.5539,1.2418,29.1234,29.1234,18.167,13.8362,0.0452,2.55,1.9709,0.8034,0.8792,24.8321,1.4431,0.5954
2012-03-31,0.5533,1.2426,30.3432,30.3432,17.653,13.8482,0.0441,2.3876,1.871,0.7676,0.8358,24.5289,0.6556,-0.5174
2011-12-31,0.5317,1.1394,30.0426,30.0426,17.0107,13.2995,0.0444,2.3474,1.829,0.7739,0.8566,24.3346,1.2947,0.2604
2011-09-30,0.5195,1.0854,26.191,26.191,13.95,11.6676,0.0469,1.9207,1.4626,0.6469,0.7027,24.7532,0.8028,0.0571
2011-06-30,0.5889,1.4376,28.6396,28.6396,14.3575,11.9419,0.0473,2.152,1.7915,0.6756,0.7364,21.6072,1.2492,1.0606
2011-03-31,0.5989,1.4984,29.7777,29.7777,15.7294,12.3554,0.0453,2.5211,1.9132,0.7045,0.7673,22.1451,0.6964,0.6825
2010-12-31,0.5765,1.3661,30.4016,30.4016,15.3164,10.4181,0.0448,2.3383,1.7666,0.6811,0.7482,22.5393,1.5079,-0.7147
2010-09-30,0.5696,1.3283,25.4335,25.4335,10.0928,4.0588,0.0459,1.5899,1.1531,0.4569,0.4963,22.9131,0.9429,-6.9781
2010-06-30,0.5112,1.0457,27.4227,27.4227,10.3492,4.6039,0.0439,1.4532,0.9795,0.4422,0.4788,23.3416,1.0149,0.4681
2010-03-31,0.5681,1.3153,28.7805,28.7805,13.7147,7.688,0.0462,2.5945,1.5521,0.6169,0.6704,21.0868,0.7084,-3.936
2009-12-31,0.5219,1.0915,29.5004,29.5004,14.6512,8.4147,0.0453,2.5602,1.5229,0.6648,0.7281,21.2829,0.8689,-0.4171
2009-09-30,0.4916,0.9668,27.9709,27.9709,14.8738,7.6005,0.0462,2.4142,1.4476,0.6779,0.736,21.6176,0.9489,0.6919
2009-06-30,0.4762,0.9091,27.6413,27.6413,13.8671,6.6262,0.045,2.1013,1.2686,0.6155,0.6645,21.9509,1.3145,1.0659
2009-03-31,0.4666,0.8746,26.2871,26.2871,14.5004,6.9032,0.0445,2.1539,1.2872,0.6322,0.6867,21.6469,0.5525,0.5525
