Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.1174,2.262,38.0198,28.9769,0.0338,20.3683,23.6938,1.0129,16.36,32.9132,5.8568,5.878
2021-12-31,0.1194,0.2566,45.3718,34.5152,0.0342,16.0758,17.5093,1.2114,13.3215,49.2201,-0.4159,-0.669
2020-12-31,0.1449,0.3688,28.2828,21.2542,0.0292,7.3634,7.8457,0.6615,5.8447,48.059,0.6042,0.199
2019-12-31,0.1898,0.5135,37.6744,27.9785,0.0404,12.023,12.8727,1.1797,8.9907,44.5482,-1.9577,-1.9603
2018-12-31,0.0872,0.8415,40.5032,30.1205,0.041,12.607,13.4695,1.2859,10.648,40.4044,1.2685,1.4499
2017-12-31,0.0475,0.6979,36.1111,21.2191,0.0391,8.3228,8.8849,0.8931,7.3431,38.8747,1.5087,1.6621
2016-12-31,0.0655,0.1784,30.786,17.9476,0.0362,6.7735,7.0932,0.7416,5.7412,37.5902,0.6398,0.4511
2015-12-31,0.0976,0.1544,22.1949,12.1555,0.0341,4.6264,4.7706,0.5179,3.714,36.7265,0.3051,0.4461
2014-12-31,0.1291,0.1814,27.3659,14.3813,0.0397,6.2597,6.2949,0.6965,4.7089,36.3004,-2.5585,-2.9897
2013-12-31,0.2602,0.4043,19.1635,13.8612,0.0379,4.8247,4.8662,0.4702,3.015,35.0045,0.5136,0.4089
2012-12-31,0.2787,0.4447,25.3354,8.3567,0.0385,7.0757,6.9858,0.6272,4.1517,32.8375,-1.8351,-1.7856
2011-12-31,0.2187,0.3834,23.9134,7.0368,0.041,7.0064,5.4691,0.6071,3.6104,37.9245,-3.0096,-2.9588
2010-12-31,0.2262,0.4323,-30.6555,-31.3654,0.0258,-6.4556,-5.3453,-0.5807,-3.45,36.3665,0.3568,0.6611
2009-12-31,0.2625,0.5225,-237.039,-180.2886,0.0134,-29.0359,-26.6644,-2.3897,-15.7774,37.9608,8.5056,7.7251
