Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.3948,0.6524,40.8034,40.8034,74.4069,29.7211,28.2914,0.1353,7.113,7.0897,3.9914,4.2906,30.0787,0.4882,2.1253
2021-12-31,0.4271,0.7456,68.0131,68.0131,103.5166,56.8597,53.9676,0.1164,12.5267,12.4849,6.5978,7.1521,29.7906,-0.0325,-2.7279
2020-12-31,0.4277,0.7474,51.2497,51.2497,85.5338,36.2562,35.4063,0.1268,8.9734,8.9423,4.7444,5.1176,28.9106,-0.4916,3.4241
2019-12-31,0.4615,0.857,50.2153,50.2153,83.0736,34.7851,35.8163,0.1276,9.6096,9.5757,4.7689,5.1564,28.3706,0.2365,-0.9718
2018-12-31,0.4588,0.8479,43.2411,43.2411,75.9312,26.7198,25.3889,0.1264,6.6123,6.5886,3.3597,3.5654,28.1524,0.2271,0.7478
2017-12-31,0.461,0.8552,40.646,40.646,72.1457,24.8062,24.2924,0.1201,6.0209,5.9995,3.0548,3.2339,28.4602,0.1293,-16.7175
2016-12-31,0.4621,0.8591,35.2909,35.2909,66.019,17.1742,176.8106,0.1172,42.975,42.8219,21.6362,23.0334,28.592,-0.3859,16.7429
2015-12-31,0.5052,1.021,36.7669,36.7669,65.4588,20.342,31.4495,0.1188,8.515,8.4853,3.9274,4.1985,29.3248,0.059,0.0786
2014-12-31,0.5032,1.0128,35.2479,35.2479,64.9252,17.1521,23.9856,0.1139,6.1655,6.1367,2.8631,3.0488,29.5098,1.0528,-11.7983
2013-12-31,0.4982,0.9927,21.4567,21.4567,59.1433,-5.0708,76.4948,0.1046,-1.5579,-1.5507,-0.7365,-0.7782,30.0855,-0.8191,10.6888
2012-12-31,0.5312,1.1331,29.4187,29.4187,70.1849,9.2032,47.2796,0.1016,2.1439,2.1296,0.9319,0.9983,23.1564,0.5568,0.8525
2011-12-31,0.6238,1.6581,26.6525,26.6525,71.4848,-5.0125,57.6782,0.0916,-1.2881,-1.2441,-0.4378,-0.4681,19.7066,0.1483,2.2139
2010-12-31,0.6564,1.9099,20.7923,20.7923,61.7631,-7.6902,16.0769,0.1035,-2.0586,-1.9796,-0.6371,-0.6803,17.9484,0.1148,-3.6061
2009-12-31,0.6448,1.8152,26.3768,26.3768,64.172,-3.8327,21.2041,0.1064,-1.1621,-1.1152,-0.3743,-0.3961,18.4831,2.4517,3.3835
