,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,168.80000,120.70000,-373.10000,-252.40000,14.60000,72.30000,76.80000,-495.20000,-172.70000,-256.30000,-27.40000,-493.70000,-524.40010,-524.40010,2.90000,-1042.60000,852.20000,,852.20000,-14.20000,-14.20000,-148.40000,269.30000,958.90000,-280.30000,69.50000,-148.40000
2022-09-30,205.7,123.7,168.8,292.5,10.6,-3.7,95.3,269.8,368.2,866.4,-34.7,0,-613.6,-613.6,-1,-649.3,262.7,0,262.7,-15.3,-15.3,-146,-5.6,95.8,303.8,47.3,-146
2022-06-30,223.6,122.5,253.9,376.4,24.3,0,71.5,195.4,219.8,819.8,-13.1,-982.4,-541.3999,-541.3999,8.3,-1528.6,468.9,0,468.9,-49.7,-49.7,-146.6,-59.3,213.3,-536,48.4,-146.6
2022-03-31,359.1,97.3,-227.5,-130.2,19,88,-86.6,134.2,-124.8,104.1,-25.8,0,-405.6001,-405.6001,8.7,-422.7,907.5,0,907.5,-69,-69,-147.4,117.5,808.6,470.4,53.1,-147.4
2021-12-31,544.80000,99.10000,-85.50000,13.60000,-140.60000,-88.00000,-20.20000,-317.70000,-392.00000,166.40000,-16.70000,-372.30000,-343.50000,-343.50000,3.90000,-728.60000,499.50000,,499.50000,-21.70000,-21.70000,-143.10000,132.60000,467.30000,-102.90000,59.40000,-143.10000
2021-09-30,742.8,85,-430.2,-345.1999,-67.3,12.8,-63,188.1,108.5,506.1,-44.4,-9,-631.2,-631.2,4.7,-679.9,420.3,0,420.3,-61.1,-61.1,-141.1,269.1,487.2,286.1,45.3,-141.1
2021-06-30,471.6,104.5,-248.1,-143.6,-2.5,0,-51.7,-69.3,-135,193,-14.1,0,-649,-649,5,-658.1,139.4,0,139.4,-45.4,-45.4,-141.8,259.9,212.1,-242.8,40.4,-141.8
2021-03-31,485.4,100.3,-227.5,-127.2,-98.3,0,69.2,100.2,-103.1,255.1,-7.2,0,-481.3999,-481.3999,22.3,-466.3,422.4,0,422.4,-34.3,-34.3,-142,123.9,370,146,45.2,-142
2020-12-31,394.80000,99.00000,-229.80000,-130.80000,-14.40000,,10.50000,-104.20000,27.20000,291.20000,-13.60000,,-829.00010,-829.00010,31.00000,-811.60000,1084.00000,,1084.00000,-45.10000,-45.10000,-134.80000,56.70000,960.80000,468.10000,41.00000,-134.80000
2020-09-30,126.5,76.3,-96.6,-20.3,134.3,213.8,-74.8,50.5,274.5,380.7,-18.4,-3739.6,143.5,143.5,16.8,-3597.7,351.3,0,351.3,-21.4,-21.4,-134.1,-40.4,155.4,-3040.4,35.4,-134.1
