,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,135.4,28.3,-34,-5.7,-53.4,-61.7,2.5,175.3,62.7,192.4,-22.5,0,0,0,0,-5.7,-28.2,-133.2,0,-133.2,0,0,-36,0.1,-169.1,5.8,24.5,-36
2022-09-30,114.6,29.5,7.1,36.6,0,0,0,6.8,6.8,158,-16.9,-923.1,0,0,0,-2,-942,195.9,0,195.9,0,0,-36.4,-1.8,157.7,-637.4,0,-36.4
2022-06-30,115.2,19.7,0,19.7,0,0,0,-46.3,-46.3,88.6,-15.9,0,0,0,0,-1.7,-17.6,596.8,0,596.8,0,0,-35.7,-7.8,553.3,614.5,0,-35.7
2022-03-31,93.10000,20.40000,,20.40000,,,,-93.00000,-93.00000,20.50000,-8.70000,,,,,2.40000,-6.30000,-3.10000,,-3.10000,-61.00000,-61.00000,-35.80000,-5.00000,-104.90000,-92.80000,,-35.80000
2021-12-31,112.7,21.1,-37.6,-16.5,31.7,-105.6,40,69.9,36,132.2,-16.7,0,0,0,0,0,-16.7,11.2,0,11.2,-200.1,-200.1,-32.1,1,-220,-106,23.4,-32.1
2021-09-30,143.6,20.1,0,20.1,0,0,0,-74.8,-74.8,88.9,-10.8,-6.5,7.6,0,7.6,13.5,3.8,0,0,0,-12.9,-12.9,-32.3,1,-44.2,43.7,0,-32.3
2021-06-30,118.8,20.5,0,20.5,0,0,0,16.4,16.4,155.7,-11.6,0,0,0,0,-2.5,-14.1,-0.1,0,-0.1,-50.1,-50.1,-32.1,4.4,-77.9,65.9,0,-32.1
2021-03-31,108.20000,21.40000,,21.40000,,,,-17.80000,-17.80000,111.80000,-6.30000,,,,,1.70000,-4.60000,,,,-149.70000,-149.70000,-32.50000,-5.00000,-187.20000,-86.10000,,-32.50000
2020-12-31,93.4,23.5,29.3,52.8,-1.9,-7.8,-1.6,66,54.7,200.9,-13.8,-12.5,0,0,0,8.9,-17.4,-0.1,0,-0.1,-114.7,-114.7,-29,1.2,-142.6,49.6,20.8,-29
2020-09-30,146.9,23.2,0,23.2,0,0,0,-8.7,-8.7,161.4,-8.9,0,0,0,0,0.2,-8.7,-0.1,-0.6,-0.7,0,0,-29.6,0.2,-30.1,126.5,0,-29.6
2020-06-30,73.7,19.9,0,19.9,0,0,0,3.6,3.6,97.2,-12.6,0,0,0,0,0.8,-11.8,0,-2.6,-2.6,0,0,-29.7,-0.1,-32.4,55.6,0,-29.7
2020-03-31,0.50000,116.10000,,116.10000,,,,-85.80000,-85.80000,30.80000,-11.80000,,,,,-7.00000,-18.80000,,3.20000,3.20000,-94.10000,-94.10000,-29.00000,3.10000,-116.80000,-110.00000,,-29.00000
2019-12-31,80.7,26.3,19.4,45.7,-6,5.4,-11,94,82.4,208.8,-16.2,0.3,0,0,0,-5.7,-21.6,417.7,-417.6,0.1,-39.8,-39.8,-25.1,-3,-67.8,122.4,20.4,-25.1
2019-09-30,131.7,21.2,0,21.2,0,0,0,19.5,19.5,172.4,-20.1,0,0,0,0,0.3,-19.8,0,-0.1,-0.1,-46.1,-46.1,-25,-2.6,-73.8,75.1,0,-25
2019-06-30,109.4,20.7,0,20.7,0,0,0,-10.5,-10.5,119.6,-17,0,0,0,0,-1.5,-18.5,-8.9,0,-8.9,-69.8,-69.8,-25.3,2.6,-101.4,0.6,0,-25.3
2019-03-31,80.30000,20.70000,,20.70000,,,,-113.60000,-113.60000,-12.60000,-12.30000,-4.60000,,,,-0.80000,-17.70000,-8.80000,-0.20000,-9.00000,-63.80000,-63.80000,-25.20000,-1.20000,-99.20000,-130.00000,,-25.20000
2018-12-31,132.9,20.4,-52.8,-32.4,-8.6,-19.7,33.9,91.3,96.9,197.4,-17.3,-376.1,375.8,-14.3,361.5,-3.2,-35.1,-8.8,0.1,-8.7,-34.1,-34.1,-19.8,-3.9,-66.5,94.1,19.6,-19.8
2018-09-30,116.1,20.3,0,20.3,0,0,0,5.3,5.3,141.7,-10.9,280.5,-375.8,0,-375.8,-1.2,-107.4,-8.8,-0.2,-9,0,0,-19.9,2.4,-26.5,6.9,0,-19.9
2018-06-30,114,23,0,23,0,0,0,-8.2,-8.2,128.8,-12.2,-4.2,0,0,0,0,-16.4,-49.1,-0.5,-49.6,0,0,-20,0.1,-69.5,37.8,0,-20
2018-03-31,72.40000,22.50000,,22.50000,,,,-105.00000,-105.00000,-10.10000,-8.70000,-276.30000,,,,0.10000,-284.90000,31.20000,,31.20000,-30.00000,-30.00000,-19.70000,-2.40000,-20.90000,-314.40000,,-19.70000
2017-12-31,12.1,17,81.8,98.8,-22.7,-4.4,0.4,93,66.3,177.2,-15.6,1.2,0.1,0,0.1,0.2,-14.1,26.2,0,26.2,7.2,7.2,-15.3,-50.3,-32.2,131.3,16.2,-15.3
2017-09-30,90.1,17.2,0,17.2,0,0,0,-1.3,-1.3,106,-12.3,0,0.3,0,0.3,1.8,-10.2,8.7,0,8.7,0,0,-15.2,-1.7,-8.2,89.4,0,-15.2
2017-06-30,105.8,16.2,0,16.2,0,0,0,-17.1,-17.1,104.9,-13.6,0,15.2,0,15.2,0.3,1.9,-11.7,-0.2,-11.9,-30,-30,-15.2,2.6,-54.5,55.9,0,-15.2
2017-03-31,68.70000,16.50000,-50.00000,-33.50000,,,,-76.10000,-76.10000,-40.90000,-7.80000,-20.80000,,,,0.80000,-27.80000,-11.80000,-1.10000,-12.90000,-30.00000,-30.00000,-15.20000,2.10000,-56.00000,-122.80000,,-15.20000
2016-12-31,75,16.2,0.9,17.1,-19.8,-15.6,3.4,139,107,199.1,-16,-4.3,0,0,0,5.6,-14.7,6.6,-17.4,-10.8,-49.3,-49.3,-11.5,-8.4,-80,97.9,16.6,-11.5
2016-09-30,2,17.2,84.4,101.6,0,0,0,-26.4,-26.4,77.2,-9.9,0,0,0,0,-0.9,-10.8,-13.1,0,-13.1,0,0,-11.6,3.7,-21,45.4,0,-11.6
2016-06-30,95.4,17.1,0,17.1,0,0,0,-10.5,-10.5,102,-9.1,-31.4,0,7.5,7.5,-2.7,-35.7,-28.8,16.6,-12.2,0,0,-11.5,3.5,-20.2,43.6,0,-11.5
