,cash-on-hand,receivables-total,pre-paid-expenses,other-current-assets,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2017-07-31,777.00000,166.00000,100.00000,372.00000,1415.00000,1030.00000,31.00000,1317.00000,143.00000,2653.00000,4068.00000,1944.00000,438.00000,130.00000,770.00000,2714.00000,3.00000,7297.00000,-22.00000,1354.00000,4068.00000
2017-04-30,1593.00000,245.00000,94.00000,323.00000,2255.00000,1041.00000,28.00000,1321.00000,141.00000,2714.00000,4969.00000,2494.00000,450.00000,150.00000,778.00000,3272.00000,4787.00000,7363.00000,-36.00000,1697.00000,4969.00000
2017-01-31,637.00000,562.00000,156.00000,324.00000,1679.00000,1047.00000,28.00000,1327.00000,120.00000,2694.00000,4373.00000,2803.00000,463.00000,144.00000,785.00000,3588.00000,4660.00000,6488.00000,-34.00000,785.00000,4373.00000
2016-10-31,605.00000,178.00000,153.00000,326.00000,1262.00000,1047.00000,28.00000,1332.00000,113.00000,2671.00000,3933.00000,2181.00000,475.00000,144.00000,816.00000,2997.00000,4540.00000,6564.00000,-37.00000,936.00000,3933.00000
2016-07-31,1080.00000,128.00000,102.00000,304.00000,1614.00000,1031.00000,28.00000,1326.00000,112.00000,2636.00000,4250.00000,2251.00000,488.00000,146.00000,838.00000,3089.00000,3.00000,6687.00000,-32.00000,1161.00000,4250.00000
2016-04-30,1613.00000,218.00000,108.00000,372.00000,2311.00000,989.00000,28.00000,1339.00000,108.00000,2629.00000,4940.00000,2865.00000,500.00000,153.00000,827.00000,3692.00000,4334.00000,6805.00000,-26.00000,1248.00000,4940.00000
2016-01-31,334.00000,620.00000,110.00000,373.00000,1467.00000,980.00000,28.00000,1345.00000,103.00000,2882.00000,4349.00000,2349.00000,1000.00000,138.00000,1359.00000,3708.00000,4226.00000,5857.00000,-42.00000,641.00000,4349.00000
2015-10-31,474.00000,224.00000,121.00000,347.00000,1427.00000,701.00000,28.00000,1351.00000,107.00000,2406.00000,3833.00000,1887.00000,500.00000,184.00000,895.00000,2782.00000,4114.00000,5914.00000,-32.00000,1051.00000,3833.00000
2015-07-31,1697.00000,175.00000,94.00000,337.00000,2560.00000,682.00000,27.00000,1353.00000,106.00000,2408.00000,4968.00000,1744.00000,500.00000,172.00000,892.00000,2636.00000,3.00000,6027.00000,-30.00000,2332.00000,4968.00000
2015-04-30,2084.00000,218.00000,100.00000,330.00000,2867.00000,671.00000,32.00000,1615.00000,110.00000,2428.00000,5295.00000,2126.00000,499.00000,204.00000,848.00000,2974.00000,3925.00000,6082.00000,-20.00000,2321.00000,5295.00000
2015-01-31,1367.00000,605.00000,103.00000,354.00000,2578.00000,643.00000,35.00000,1875.00000,114.00000,2667.00000,5245.00000,2109.00000,499.00000,200.00000,782.00000,2891.00000,3822.00000,5652.00000,-22.00000,2354.00000,5245.00000
2014-10-31,1589.00000,231.00000,119.00000,358.00000,2437.00000,629.00000,31.00000,1825.00000,116.00000,2601.00000,5038.00000,1360.00000,499.00000,200.00000,751.00000,2111.00000,3687.00000,5791.00000,-7.00000,2927.00000,5038.00000
2014-07-31,1914.00000,150.00000,115.00000,289.00000,2621.00000,589.00000,31.00000,1456.00000,108.00000,2580.00000,5201.00000,1421.00000,499.00000,166.00000,702.00000,2123.00000,3.00000,5949.00000,-2.00000,3078.00000,5201.00000
2014-04-30,2633.00000,279.00000,116.00000,273.00000,3438.00000,566.00000,31.00000,1468.00000,107.00000,2172.00000,5610.00000,1683.00000,499.00000,190.00000,689.00000,2372.00000,3471.00000,6033.00000,12.00000,3238.00000,5610.00000
2014-01-31,1331.00000,658.00000,127.00000,290.00000,2541.00000,573.00000,45.00000,1453.00000,106.00000,2177.00000,4718.00000,1790.00000,499.00000,194.00000,693.00000,2483.00000,3376.00000,5103.00000,10.00000,2235.00000,4718.00000
2013-10-31,1116.00000,342.00000,142.00000,228.00000,1950.00000,563.00000,45.00000,1408.00000,102.00000,2118.00000,4068.00000,1153.00000,499.00000,192.00000,691.00000,1844.00000,2995.00000,5196.00000,19.00000,2224.00000,4068.00000
2013-07-31,1661.00000,192.00000,98.00000,235.00000,2396.00000,555.00000,83.00000,1395.00000,102.00000,3090.00000,5486.00000,1280.00000,499.00000,167.00000,675.00000,1955.00000,3.00000,5262.00000,20.00000,3531.00000,5486.00000
2013-04-30,1995.00000,313.00000,72.00000,184.00000,2700.00000,588.00000,88.00000,2324.00000,110.00000,3110.00000,5810.00000,1546.00000,499.00000,195.00000,694.00000,2240.00000,3245.00000,5334.00000,29.00000,3570.00000,5810.00000
2013-01-31,678.00000,698.00000,110.00000,284.00000,1912.00000,599.00000,88.00000,2378.00000,112.00000,3177.00000,5089.00000,1596.00000,499.00000,202.00000,701.00000,2297.00000,3186.00000,4563.00000,29.00000,2792.00000,5089.00000
2012-10-31,558.00000,349.00000,85.00000,209.00000,1334.00000,595.00000,75.00000,2392.00000,98.00000,3160.00000,4494.00000,1074.00000,499.00000,176.00000,675.00000,1749.00000,3114.00000,4543.00000,29.00000,2745.00000,4494.00000
2012-07-31,744.00000,195.00000,65.00000,290.00000,1523.00000,543.00000,75.00000,1493.00000,94.00000,3161.00000,4684.00000,1265.00000,499.00000,166.00000,675.00000,1940.00000,3.00000,4612.00000,25.00000,2744.00000,4684.00000
2012-04-30,1522.00000,299.00000,65.00000,325.00000,2330.00000,555.00000,90.00000,2021.00000,102.00000,2786.00000,5116.00000,1587.00000,499.00000,195.00000,694.00000,2281.00000,3007.00000,4677.00000,29.00000,2835.00000,5116.00000
2012-01-31,959.00000,673.00000,91.00000,330.00000,2174.00000,564.00000,59.00000,2020.00000,104.00000,2788.00000,4962.00000,2053.00000,499.00000,187.00000,686.00000,2739.00000,2975.00000,3991.00000,9.00000,2223.00000,4962.00000
2011-10-31,1051.00000,305.00000,93.00000,321.00000,1880.00000,560.00000,59.00000,2037.00000,106.00000,2803.00000,4683.00000,1636.00000,499.00000,187.00000,686.00000,2322.00000,2919.00000,3917.00000,9.00000,2361.00000,4683.00000
2011-07-31,1421.00000,243.00000,82.00000,414.00000,2254.00000,561.00000,63.00000,2066.00000,111.00000,2856.00000,5110.00000,1805.00000,499.00000,190.00000,689.00000,2494.00000,3.00000,4031.00000,15.00000,2616.00000,5110.00000
2011-04-30,1828.00000,268.00000,65.00000,383.00000,2644.00000,565.00000,81.00000,2113.00000,111.00000,2923.00000,5567.00000,2044.00000,498.00000,204.00000,702.00000,2746.00000,2835.00000,4088.00000,15.00000,2821.00000,5567.00000
2011-01-31,892.00000,604.00000,76.00000,337.00000,2024.00000,576.00000,89.00000,2133.00000,109.00000,2955.00000,4979.00000,1504.00000,998.00000,205.00000,1203.00000,2707.00000,2820.00000,3400.00000,11.00000,2272.00000,4979.00000
2010-10-31,1174.00000,288.00000,77.00000,363.00000,2010.00000,547.00000,89.00000,2153.00000,99.00000,2933.00000,4943.00000,1136.00000,998.00000,194.00000,1192.00000,2328.00000,2762.00000,3327.00000,12.00000,2615.00000,4943.00000
2010-07-31,1622.00000,162.00000,57.00000,337.00000,2295.00000,510.00000,91.00000,2170.00000,91.00000,2903.00000,5198.00000,1221.00000,998.00000,158.00000,1156.00000,2377.00000,3.00000,3397.00000,11.00000,2821.00000,5198.00000
2010-04-30,1929.00000,205.00000,60.00000,275.00000,2577.00000,518.00000,92.00000,2105.00000,91.00000,2850.00000,5427.00000,1407.00000,998.00000,164.00000,1162.00000,2569.00000,2668.00000,3445.00000,11.00000,2858.00000,5427.00000
2010-01-31,946.00000,491.00000,86.00000,313.00000,1916.00000,518.00000,92.00000,2122.00000,87.00000,2862.00000,4778.00000,1354.00000,998.00000,170.00000,1168.00000,2522.00000,2599.00000,2869.00000,8.00000,2256.00000,4778.00000
2009-10-31,927.00000,258.00000,67.00000,293.00000,1636.00000,522.00000,92.00000,2082.00000,81.00000,2818.00000,4454.00000,1020.00000,998.00000,164.00000,1162.00000,2182.00000,2565.00000,2759.00000,7.00000,2272.00000,4454.00000
2009-07-31,1347.00000,202.00000,43.00000,272.00000,1968.00000,527.00000,97.00000,2045.00000,77.00000,2858.00000,4826.00000,1084.00000,998.00000,,1185.00000,2269.00000,3.00000,2849.00000,7.00000,2557.00000,4826.00000
2009-04-30,1472.10000,274.46900,53.36800,343.58900,2219.13300,535.60300,268.39500,1896.32300,76.94800,2813.84200,5032.97500,1309.13800,998.13600,125.81400,1125.31800,2434.45600,2495.22000,2926.15100,2.53900,2598.51900,5032.97500
2009-01-31,547.85100,559.27600,90.54800,293.68300,1569.87000,539.85400,254.32700,1912.80500,76.77800,2820.13800,4390.00800,1236.26000,998.08900,120.06400,1119.74500,2356.00500,2457.07600,2445.89400,-8.28600,2034.00300,4390.00800
