,cash-on-hand,receivables-total,inventory,pre-paid-expenses,total-current-assets,net-property-plant-equipment,long-term-investments,goodwill-intangible-assets-total,other-long-term-assets,total-long-term-assets,total-assets,total-current-liabilities,long-term-debt,other-non-current-liabilities,total-long-term-liabilities,total-liabilities,common-stock-net,retained-earnings-accumulated-deficit,comprehensive-income,total-share-holder-equity,total-liabilities-share-holders-equity
2022-09-30,315.00000,2158.00000,2071.00000,142.00000,4686.00000,1409.00000,,585.00000,161.00000,2515.00000,7201.00000,1785.00000,2294.00000,120.00000,2854.00000,4639.00000,55.00000,10402.00000,-225.00000,2562.00000,7201.00000
2022-06-30,262.00000,2099.00000,1990.00000,162.00000,4513.00000,1438.00000,,601.00000,160.00000,2536.00000,7049.00000,1750.00000,2309.00000,112.00000,2834.00000,4584.00000,55.00000,10066.00000,-165.00000,2465.00000,7049.00000
2022-03-31,364.00000,2001.00000,1929.00000,145.00000,4439.00000,1434.00000,,613.00000,146.00000,2554.00000,6993.00000,1742.00000,2338.00000,114.00000,2881.00000,4623.00000,55.00000,9782.00000,-109.00000,2370.00000,6993.00000
2021-12-31,241.00000,1754.00000,1870.00000,146.00000,4011.00000,1424.00000,,622.00000,142.00000,2581.00000,6592.00000,1528.00000,2362.00000,87.00000,2904.00000,4432.00000,55.00000,9500.00000,-96.00000,2160.00000,6592.00000
2021-09-30,328.00000,1742.00000,1786.00000,149.00000,4005.00000,1429.00000,,620.00000,336.00000,2385.00000,6390.00000,1550.00000,2372.00000,263.00000,2723.00000,4273.00000,55.00000,9301.00000,-94.00000,2117.00000,6390.00000
2021-06-30,547.00000,1634.00000,1707.00000,169.00000,4057.00000,1436.00000,,622.00000,347.00000,2405.00000,6462.00000,1589.00000,2375.00000,269.00000,2732.00000,4321.00000,55.00000,9089.00000,-74.00000,2141.00000,6462.00000
2021-03-31,562.00000,1576.00000,1675.00000,121.00000,3934.00000,1441.00000,,612.00000,346.00000,2399.00000,6333.00000,1531.00000,2373.00000,262.00000,2722.00000,4253.00000,55.00000,8948.00000,-81.00000,2080.00000,6333.00000
2020-12-31,585.00000,1474.00000,1733.00000,127.00000,3919.00000,1395.00000,,619.00000,152.00000,2376.00000,6295.00000,1441.00000,2389.00000,100.00000,2761.00000,4202.00000,55.00000,8779.00000,-61.00000,2093.00000,6295.00000
2020-09-30,859.00000,1485.00000,1780.00000,149.00000,4273.00000,1394.00000,,593.00000,312.00000,2310.00000,6583.00000,1441.00000,2388.00000,267.00000,2767.00000,4208.00000,55.00000,8694.00000,-134.00000,2375.00000,6583.00000
2020-06-30,1603.00000,1460.00000,1695.00000,160.00000,4918.00000,1365.00000,,588.00000,313.00000,2276.00000,7194.00000,1388.00000,3301.00000,250.00000,3654.00000,5042.00000,55.00000,8536.00000,-151.00000,2152.00000,7194.00000
