Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.014088173092565479,0.002208174751112608,0.16838893880982056,0.1402642149282905,0.011237169097784981,0.000920156510489253,0.0007540793366930946,0.020942252389958293,0.006087052566715332,0.0020369906419185914,0.002581216239763025,0.0024471899826360257
2021-12-31,0.012103465104929233,0.001682645843805182,0.2527241990451069,0.2089976505933468,0.013488204574104087,0.0013350460433243752,0.001038047728442661,0.03713179097904091,0.009964406309533894,0.0021783323854613675,-0.0030236975082767034,-0.0032246957598175024
2020-12-31,0.01178401881183726,0.0016049485994595037,0.09079973332560365,0.07356629070881497,0.007797586889969386,0.0002966783593745891,0.0002310349141719257,0.008347366512085806,0.0022547099770293634,0.0019376679395233067,0.00034134866701515947,0.0004892304442175371
2019-12-31,0.014446071254270375,0.0022882553465118347,0.15914798772635233,0.13134506641570132,0.010318746623446786,0.0006270017407584658,0.0004942885219257932,0.018360579289618904,0.004052166431645333,0.001876941598776876,0.002978114654120927,0.0031381538592684154
2018-12-31,0.01571202508244968,0.0027172585361505495,0.17047233253137772,0.14533970248390085,0.010732937151089502,0.0007665779633651859,0.000628624748279352,0.020950024612036582,0.004539565800160446,0.0016318440664445939,-0.0007533716675378986,-0.0006995254094061965
2017-12-31,0.016285845275596372,0.0029482052532393914,0.14440377153789136,0.04895577527591672,0.009688456690077436,0.0002855882554023992,0.0002397848575238861,0.007498898935205576,0.0016213150232612988,0.0014826037181201114,0.0020106638787245165,0.001932534380484153
2016-12-31,0.01644261058609521,0.00303281421564036,0.14907005586083238,0.1043415949043779,0.009598415271024672,0.000521603022924369,0.0004425712826007047,0.013677815487447863,0.0029265554176985185,0.0014615801641172604,0.0016645060115002613,0.0015636842758740828
2015-12-31,0.016312465800020704,0.0029796654871462303,0.1612588149552989,0.11600944739738456,0.010174680352962363,0.000557785555386096,0.0004737209259988744,0.01555739786004819,0.0031605801954248075,0.0013247365039035092,0.0007706220595922635,0.0007851036742318249
2014-12-31,0.015191445938151646,0.0025635323931966765,0.18135360031139616,0.13100967928393434,0.010949036556816135,0.0006453756830241865,0.0005513084050972003,0.018592450581621286,0.003965382935291899,0.00120262942145342,-0.0002518208747168496,-7.720204661402499e-05
2013-12-31,0.014446071254270375,0.0023273423037900288,0.1798561448986099,0.12102668052707248,0.01148928507113272,0.0006875141338017429,0.0006098466493991821,0.018994015388999717,0.004443647198927704,0.0010738882200441685,6.244990416448858e-05,-8.31691755169813e-05
2012-12-31,0.01614386914533327,0.0029372418383930682,0.15801803778991522,0.11530700082461119,0.0097784981091302,0.0006020539372169953,0.0005401879591638323,0.015354024715666211,0.0034546475261305527,0.0010275601775598083,0.000199930301446245,0.00010055168145168015
2011-12-31,0.01662895425706553,0.0031781986299068135,0.17057947849420066,0.12681705734837165,0.012173599855933729,0.0007208501843310702,0.0007838810472508561,0.020453897769372266,0.003986725862146285,0.0009527767724590261,-0.0005635128071092524,-0.0005772548612642531
2010-12-31,0.017829835692207578,0.0037533012391280465,0.1827516739615641,0.12649863752512575,0.011183144246353324,0.0007554484162253414,0.0009122600301890475,0.0200044042591777,0.0037906532928731235,0.0008578842020518351,0.004539013765464366,0.004759952781849551
2009-12-31,0.012650664773651597,0.0018835623376193137,0.07900487798818184,0.020676927740757623,0.009292274446245273,0.00024401515669455735,0.0002942134560107153,0.0075364646752506545,0.0017640717986024952,0.0008629480541542644,0.0016834291688447463,0.001581400348020748
