Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.014499312303119037,0.002961790354244617,0.10723965083874067,0.09445983442169191,0.0069151809832522955,0.000521366363918442,0.00034124004398599234,0.008870696132024146,0.0029988057926530506,0.0007007821790222393,0.00343714932915142,0.0036554779911160203
2021-12-31,0.01354984693198456,0.002445794851151385,0.18047314000819897,0.13861782042479354,0.007635512335674411,0.0008983312910537637,0.0005742542503459888,0.015452472861991246,0.005501243204727666,0.0007227112585031502,-0.0011534065168147761,-0.0012266712130505927
2020-12-31,0.015800760163864117,0.003490179282816301,0.0215617015814123,0.0167976354358845,0.005546551413650279,0.0001462749872467091,9.339082964104315e-05,0.0024288193994663077,0.0007628643038302664,0.0006620011669904204,-0.0003571005401637916,-0.0003797836637800835
2019-12-31,0.01621781504651197,0.004218054694569988,0.15973444364847014,0.12167879075123324,0.007869620025211597,0.0007980996281824062,0.0005265188356184281,0.013579367341122828,0.004032069200910853,0.0006716546890118251,-0.0020682348841261546,-0.0021996097275319994
2018-12-31,0.015898368753419996,0.004049551775084115,0.17447400131680835,0.13820777713553373,0.008049702863317125,0.0008650083882469878,0.0005733014012691485,0.015629938599445583,0.004458429459550586,0.0006354292382802402,0.0013049660219550444,0.001387857819255295
2017-12-31,0.01536891610098052,0.003760212957183337,0.1650425685216549,0.1353917694979826,0.007923644876643255,0.0008080590280151672,0.0005226764523492183,0.01490712194616441,0.004306703672146069,0.0006283711620417901,0.0012244990416448859,0.0013022795544296668
2016-12-31,0.016560924027981126,0.004182542763872116,0.1967613968106736,0.13636569300709347,0.00788762830902215,0.0008236653746837973,0.0005355554083674867,0.014795720096375557,0.004018615682815871,0.0005904469277869282,-0.0009950862519602717,-0.0010582944018323905
2015-12-31,0.01500214443113418,0.0036515321491415293,0.20825241311342355,0.1452243247859574,0.008427876823338737,0.0008912841117661598,0.0005830119404384112,0.016867017280240423,0.00491319158972417,0.0005624687017600874,-8.346401812162398e-05,-8.87656752955304e-05
2014-12-31,0.014735939186890869,0.00318344200222462,0.2116267345223257,0.1487784103441762,0.008860075634792004,0.0009346387268797298,0.0006281405770004698,0.018126117256923757,0.0053102364663421215,0.0005293054929795925,-0.002592542254748214,-0.0027572212452026696
2013-12-31,0.013966901814632414,0.0028833781045828743,0.20730311023507927,0.1450127990063944,0.009634431838645777,0.0009441445302844641,0.0006695740183620989,0.018895567242674684,0.005696236170696909,0.0004805134757849487,-7.231224952082244e-05,-7.69055433144992e-05
2012-12-31,0.013159412573761036,0.002768023913591131,0.18685375973630705,0.12907257822777596,0.00997658923104628,0.0008719043687252494,0.0006221755868446403,0.01763128578460582,0.005618255593590811,0.00044574602447725476,0.002917581460184701,0.003102907029537288
2011-12-31,0.013884082405312272,0.0029343818171288106,0.16762235344295692,0.11633012952843326,0.010012605798667387,0.0008181499050734431,0.000612232645461514,0.015982279333661496,0.005041415243666466,0.00039771181245429907,-0.0003483882209444154,-0.00037051793566990294
2010-12-31,0.016300634455832113,0.003958031094627856,0.14160089526404493,0.09471773751121257,0.009940572663425176,0.0006983610049067301,0.0005622700428510948,0.013037902536335138,0.0036915789281366214,0.00035900466057566606,-0.0009424638438752396,-0.0010023294040468996
2009-12-31,0.01894789771802949,0.005060807627104708,0.1390076523957216,0.06742921521673474,0.009706464973887989,0.0007865099107532593,0.0006774563267823023,0.013193346977900982,0.0033057453165978214,0.0003262092753580371,0.002185433002265203,0.002324252302070149
