Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.022426617341976398,0.016859665468743065,0.005037212451674579,0.669764,0.563276,0.563276,0.6656179800927079,0.2616882269879458,0.21606057555372812,0.06459571402845309,0.0025093782944975965,0.007579101356661376,0.003875442420863858,-0.009771099312825387,0.19392082696442914,0.02105201528718278,0.00016879408527893287,-0.00014361387001219725,0.002318618739379159
2021-12-31,0.027604585397118103,0.01336350326101424,0.0027787489933320986,0.6533199999999999,0.370112,0.370112,0.5006847530228993,0.16532104450232513,0.1530100570893374,0.05679812713848371,0.002423977525689102,0.007846211852962356,0.0014040452912746455,0.0075224645789975795,0.10071893054224203,0.009723156494312152,0.00025975286392743976,0.00021400940930475692,0.00012012089922038165
2020-12-31,0.031208361209654298,0.014792138071786679,0.002838809439881519,0.651141,0.421389,0.421389,0.5515847277250793,0.18666379563796878,0.17761831021443286,0.05404285971546911,0.0016654157794550343,0.011419974101666081,0.0015929123257269378,-0.0009061478519644379,0.11199901551853676,0.010058830075422747,0.0002448006145164745,0.00025087994424115697,0.0002477285067537892
2019-12-31,0.028071220954747598,0.015966398982504397,0.0033219146984357828,0.625331,0.26730899999999996,0.26730899999999996,0.37372773839391177,0.11285006190655629,0.09759991765199598,0.0665406086799928,0.001873542358042219,0.010151362097575826,0.001308198393874213,-0.0005804129090133713,0.08260447161843572,0.007605805276104393,0.00020468421091505344,6.600453040599408e-05,9.647476108320068e-05
2018-12-31,0.02735721233042295,0.014718192170607982,0.0031345833056268774,0.629995,0.348253,0.348253,0.4504476572887204,0.15553711701788459,0.14137670479032366,0.07309562398703404,0.0020611082479941568,0.009227549387601649,0.0019007859708541287,-0.0009207078506629854,0.1314399336770383,0.01206473301410294,0.00018653972568339106,0.00039888482313991984,0.0003186669211653321
2017-12-31,0.025119610499862256,0.01604921839182454,0.0037244626913801107,0.634626,0.373485,0.373485,0.4623119544563156,0.16673102325947337,0.14635095407175816,0.06416351521699983,0.00192544801807728,0.009877613388964035,0.0018952705012437747,-0.0007710330781944361,0.11943962278815513,0.010950416311643273,0.00017250334217193167,0.0003602369750827671,0.000318815172815095
2016-12-31,0.0453030038961258,0.018669861129597586,0.004269773412431989,0.6419410000000001,0.384723,0.384723,0.4753327233959184,0.16958876654809868,0.16758667183981052,0.07757968665586171,0.002140192988267641,0.0088865965342638,0.0022276317796231337,-0.000775018776162195,0.12628695043913057,0.010379057024646513,0.00011791773456138148,-0.00019752570134169714,-0.00018349847949401712
2015-12-31,0.022977584626888328,0.018439149917920047,0.00546454729557581,0.6524110000000001,0.3995,0.3995,0.5032601852256927,0.20111297221865646,0.1630524414260231,0.05669007743562039,0.0019743636433271496,0.009632899104291123,0.0023358309623607,-0.0007190408295829426,0.11289411642788673,0.011113436410534935,0.00011962390409997711,0.00036487192890747515,0.00034431445657431213
2014-12-31,0.028026244033530295,0.02481920227161808,0.016227522318295103,0.6394380000000001,0.441828,0.441828,0.5172900138282068,0.20344999648022924,0.15808158560629285,0.10988654781199352,0.001680029994416362,0.011320602544947909,0.011026883148301051,-0.0009776076593572298,0.19552060934221097,0.022408744454576107,1.9742818946606494e-05,-1.7041296393099844e-05,-2.5795787058742862e-05
2013-12-31,0.06191635417076612,0.020675273969563864,0.005553207954767811,0.609875,0.384951,0.384951,0.44793214097543066,0.17475610059090738,0.12347902218532147,0.11473077615703224,0.0023732141261337773,0.008014028341754402,0.004109511325448206,-0.0012257512498397394,0.17705380968418874,0.015628088288297266,4.830454018361634e-05,7.513504094790034e-05,-7.356988119483418e-05
2012-12-31,0.03751075229522852,0.02460919591227058,0.013627524653979137,0.63298,0.40645600000000004,0.40645600000000004,0.4585267919130668,0.18376723134832065,0.1322268008818476,0.10741941292994778,0.0021077057563880916,0.009023548437778934,0.008165228744076951,-0.0008128306163577846,0.17422601621803674,0.01732489249642485,2.251109748801619e-05,0.00019487715629900682,0.00017464044342068447
2011-12-31,0.07294694409930905,0.03248591330582546,-0.02676121896966304,0.629863,0.403866,0.403866,0.4481746576710408,0.18603386019470544,0.13423064001818896,0.13922204213938413,0.002106462708218967,0.00902882178400715,-0.01751801895375683,-0.0009823486645200448,0.22060675147024536,0.02175591664133751,-8.85583236699633e-06,0.000127165011326015,8.41328112404401e-05
2010-12-31,0.018749754032462096,0.04135646361122203,-0.017484263328831184,0.592853,0.38732999999999995,0.38732999999999995,0.4265079307714694,0.18490701593835018,0.12051030877108047,0.16843147848010084,0.0025281584006203147,0.007522800630754248,-0.013932845377523704,-0.0009917183471089745,0.2581530609601285,0.0700911683466955,-9.940099415766189e-06,3.833420456525527e-06,5.967128902956324e-06
2009-12-31,0.04219397421697991,0.031678424064954074,-0.04051935126137663,0.521671,0.294037,0.294037,0.3462967225057395,0.13334858567329075,0.06972036744403333,0.1855213398163155,0.00325050377046746,0.005851056817358739,-0.023815935828595772,-0.0007731673051917491,0.1645133293608643,0.021347328314008436,-2.867251146678878e-06,0.0006244293430911308,0.0005853716390887713
