Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.012748273363207477,0.0028416694611457767,0.10543628593789468,0.08176602534010971,0.007257338375652801,0.000468736030544789,0.0004571622682611008,0.008172491515324232,0.0029694073642232755,0.0007444261435398217,0.005289771737236453,0.005545130581906257
2021-12-31,0.011287102355916411,0.002410044585348159,0.14885938722861533,0.12429967434079178,0.00655501530704124,0.0006457109499492498,0.0006426928289585553,0.010991217389051532,0.0044796062935889835,0.0007941281178217163,-0.0008122320961840043,-0.0008675315914999917
2020-12-31,0.010775396719759824,0.00226537517639777,0.14947638233820443,0.12512711341967053,0.005924725373671889,0.0005757256228076172,0.0005521644199182641,0.01000155444441566,0.004166189149820703,0.0007653522021404672,0.0019316605680432131,0.002022449006065346
2019-12-31,0.011925994942100358,0.0027682622486964858,0.1754051877280087,0.14654834042755355,0.007779578606158834,0.0007719027909985432,0.0008203294611251133,0.015167491385787199,0.0053235238916211165,0.000682032040534452,-0.002039275135040948,-0.002245048858184325
2018-12-31,0.013100255852818078,0.003045207641118812,0.16383911748994795,0.14033378089322698,0.00813974428236989,0.0007518130709398518,0.0008169635023943237,0.015185626570636546,0.004830892599402398,0.000626594086756136,0.0005113434396236278,0.0005709912290617709
2017-12-31,0.012635875593415858,0.003052119359174102,0.15328549895856194,0.14067652052535312,0.007545470916621646,0.0007112391991459239,0.0007738451449821844,0.014334568253063552,0.004707651729939725,0.0006058851770058571,-0.00047388046698031014,-0.000667688367619616
2016-12-31,0.011538518419923982,0.00239336112797332,0.16039647111924568,0.1270398946669487,0.008229785701422654,0.0006499313688882811,0.000742246190637212,0.013782740485504808,0.004557919056327057,0.0005560413912298455,0.0007445199512110124,0.0007292869280960968
2015-12-31,0.010728071343005458,0.0025554289996146122,0.14580909177491685,0.11323585803113614,0.00687916441563119,0.0005847383866166702,0.0007207606059655324,0.010598720174097777,0.004397639488899187,0.000527745566544305,-8.098971946332113e-05,-0.00021922712708687364
2014-12-31,0.010458908262714998,0.0024748717340046756,0.11717006290037393,0.08807051160959807,0.007365388078516118,0.00047212814296307594,0.0006231516761428669,0.008912147983108371,0.0036986378728160875,0.0005082494405093396,0.001567555323227043,0.0017955127931908019
2013-12-31,0.010325805640593343,0.0023170938942597705,0.1296176286683258,0.07507015982073473,0.007257338375652801,0.00039119733679732,0.0005371822238645312,0.007557190600792768,0.003085589289006483,0.0004950521083380726,-0.0006755183829935528,-0.0007107925347881762
2012-12-31,0.01029918511616901,0.0022930220486189314,0.11828655488978976,0.09197864833895705,0.007365388078516118,0.00045677160302292437,0.000677436959931147,0.009075364646752508,0.0036531284412355315,0.00047311564284184326,-0.0001482836731137829,-0.00017022995684023848
2011-12-31,0.011636127009479864,0.002548993951770031,0.1271103096155996,0.09522901907464823,0.008157752566180444,0.0004954456289081605,0.0009020653197409026,0.010230834995725278,0.003796632634248671,0.0004162551425131656,-0.000530475692629378,-0.0006889624793605907
2010-12-31,0.010929204194211515,0.0022992187613581575,0.13791600584696037,0.10178292477939672,0.01010264721772015,0.0005262638905688756,0.001099262471574304,0.01386693955801964,0.004191933536298755,0.00039341610594500375,4.279491200557589e-05,7.775799030063581e-05
2009-12-31,0.011213156454737713,0.0022570334477103504,-0.1560899280724493,-0.10559208554238264,0.006212857914640735,-0.00018427847928181878,-0.0004394415994540097,-0.00496256379698956,-0.0014453396847226166,0.00035471190847249814,0.0011176860080153335,0.0010906132614807006
