Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-11-30,0.004067112695242125,0.0006992,-0.004315566659975338,0.004420503939250292,0.001269964467005076,0.001269964467005076,0.0007951318975520642,0.0010378021859019058,0.03624425974420282,,0.001776583502922555,0.004229091332169866,-0.008737617350084019,-4.134991541938255e-05,0.017333314574334874,0.00010132432432432432,-2.069709212576907e-05,0.0002775907876739306,-0.0005462804643667975
2022-08-31,0.003786513933894196,0.0007185333333333334,-0.003012209285652835,0.004470451211044869,0.0011633654822335025,0.0011633654822335025,0.0006586888226572349,0.0009896778073956568,0.033321947702000074,,0.001728958006150954,0.0043454845840605,-0.0053836965653111645,-3.5521302921318117e-05,0.01519350972760655,9.957207207207208e-05,-2.9855751120827826e-05,0.0020835869635273813,0.0016112906799061572
2022-05-31,0.010177511672782925,0.0007245999999999999,-0.0023572058443979238,0.004853149057433885,0.0019298680203045685,0.0019298680203045685,0.0013935066170703162,0.001970340982843663,0.04110212911305931,,0.0017836690288075955,0.004212188481675393,-0.010474168342069939,-0.00011410166327272941,0.03730653184062866,0.00021645945945945945,-3.1972583111137377e-05,0.0012596767378740895,0.0008608887803270867
2022-02-28,0.009544124312156392,0.0007522666666666667,-0.0017116300077428235,0.004801357971877884,0.0018454314720812181,0.0018454314720812181,0.0012297813004884218,0.0016140288746271036,0.036737637101977305,,0.002055161267466045,0.003655809191390343,-0.005352181485923675,-7.880861115412371e-05,0.02730073786815067,0.00016333333333333334,-4.5462401489020685e-05,0.0012373871196442255,0.0009454344397169567
2021-11-30,0.010332562889903592,0.0007676,-0.0014555074417137448,0.00481705168702874,-0.0004037411167512691,-0.0004037411167512691,-0.000657368640763484,-0.0008807339315283093,0.036775589206421495,,0.00208242708859329,0.0036079208842350204,0.0024468436501473706,4.1116186597405026e-05,-0.014919798886482906,-8.807657657657658e-05,-5.3414185581020895e-05,-0.0011188672219079197,-0.0015302480321595406
2021-08-31,0.012820287478766772,0.0006767333333333333,-0.013120106965673483,0.004769696707849231,0.001788233502538071,0.001788233502538071,0.0012546098247936534,0.0018480727199822636,0.030020114615355423,,0.0019467258143646032,0.0038595369400814426,-0.0412052745971594,-9.51075444742124e-05,0.025565104169997452,0.00014788288288288288,-6.086076622522915e-06,0.0016867601458045388,0.001432542410109881
2021-05-31,0.014435456635250485,0.0006182666666666667,0.002536868027874165,0.0049355851796318816,0.0020531522842639595,0.0020531522842639595,0.0016851848732648144,0.002627809115168509,0.03248700140422786,,0.001861609813543041,0.0040358999418266435,0.012837590837999796,-0.00018218066069294753,0.039335061719236626,0.00022163513513513515,3.124432200072383e-05,0.0014037088492469868,0.0012641138232626482
2021-02-28,0.013560390251986477,0.0005788666666666667,0.001288839580166901,0.0049297007970995526,0.0019519390862944165,0.0019519390862944165,0.0014787812627039055,0.003642935696844952,0.03241109719533948,,0.0019506721832119674,0.0038516625945317047,0.009873581513478051,-0.00024731978777422966,0.05437380970957233,0.0003090720720720721,4.9173135585083205e-05,0.0011449165347789656,0.0010745724905655376
2020-11-30,0.013600565466139199,0.0005870666666666667,0.0014724269450259529,0.004881195716266879,0.0018558984771573604,0.0018558984771573604,0.0013805688345115577,0.001823297116268996,0.03381532505977456,,0.001987265785251164,0.0037807469458987783,0.005371132225182538,-0.00011635860720994984,0.028390465142156967,0.00015246846846846845,4.311512582077095e-05,0.0004422117030342526,0.00028847774262142674
2020-08-31,0.016721049677907777,0.0005798666666666667,0.0012508423905250783,0.004863865083948293,0.0017400964467005075,0.0017400964467005075,0.0012611652107488301,0.0017583800589316928,0.03131048616645793,,0.0018359584160351728,0.004092342059336824,0.004206912509553542,-0.00011069616129626004,0.025356623482599535,0.00013014864864864864,4.96975426727035e-05,0.0017151368886915545,0.0016811615607905067
