Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.011038644127955986,0.0017286445191386664,0.1419937637943957,0.12404629586687677,0.007239330091842248,0.0007855238315618968,0.0006652242235926205,0.011919997927407448,0.005732444404582169,0.001066180174457682,0.017788325492246036,0.019022910439325233
2021-12-31,0.009760858955588092,0.0013220448294033065,0.13609866538574616,0.12061889954561547,0.006897172699441743,0.0006973420564089888,0.0005818925364416354,0.0110870747946838,0.0054763292823295515,0.0011044426882141354,-0.009979299529534762,-0.010871701169149574
2020-12-31,0.010207492198707426,0.0019290843427420884,0.1291916328837689,0.10990178190674088,0.006645056726094003,0.0006704352422073448,0.0005616270633927392,0.009961397963677817,0.005023643312355811,0.0010959103633180933,-0.0018598710576755533,-0.001835133046589934
2019-12-31,0.01001523285564281,0.0014097521481738885,0.11951019284202855,0.09673458491742011,0.008607959661444264,0.0006865083330265531,0.0005849834858860199,0.011824140521775175,0.005040335640362548,0.0010098115827492226,-0.004112040425161178,-0.00449773267633144
2018-12-31,0.009157460401969918,0.0014710042702500827,0.1324795128637269,0.11221895067377183,0.008914100486223663,0.0008099062830336529,0.0006730755450509755,0.013732221041995908,0.006010068546505158,0.0009617552126803111,0.0030577104025091483,0.0032732852380272896
2017-12-31,0.01012763062543443,0.0016666773917464078,0.1376287304393916,0.09901612233655675,0.008499909958580947,0.0007412423020084462,0.0005687927983201968,0.011714034042332703,0.005275855253432723,0.0008966888493326735,0.004346192716501132,0.004574934722945464
2016-12-31,0.01035538400106482,0.0019560162096471856,0.10761388528860051,0.1091552203318127,0.007563479200432199,0.0007816584011317559,0.0006078828506920356,0.011438120158553331,0.005451000127891468,0.0008206749340798132,0.003196863565081025,0.003456227773834696
2015-12-31,0.010420456394102074,0.0020015382147699603,0.11494743118848165,0.10100355974132773,0.0075994957680533045,0.0007061773259635966,0.0005599653875636153,0.010462706287727662,0.005039006897834648,0.0007811966822019188,-0.0007294999128768079,-0.001039392316487622
2014-12-31,0.009468033186920449,0.0026114377493729997,0.12289797219795191,0.10789172142394178,0.006735098145146768,0.0006863374126333837,0.000581133355876348,0.00955465167491386,0.005352839273642897,0.0007588185329896374,0.001097124934657606,0.001116446111451884
2013-12-31,0.009539021252051999,0.002508953654070418,0.13998335355476144,0.1156627487266035,0.007293354943273906,0.0006776467680268424,0.0006626949128317397,0.010914790538614992,0.005660277076035631,0.0006933991181097709,-0.0029497821920195155,-0.0031796643212020246
2012-12-31,0.007764319623763255,0.002322575601682932,0.14833400968144003,0.11830682097114087,0.007815595173779938,0.000664808016955303,0.0006462408360902046,0.011995129407497605,0.006048435986998254,0.0006721229623830239,-0.0009701341697159784,-0.0010825706094810636
2011-12-31,0.008737447683274915,0.002718450211677324,0.13682177123146427,0.11094583695773895,0.007959661444264363,0.0006678911578936297,0.0006584806860203483,0.011470504417212882,0.005792071725521656,0.0005878825032683118,0.0017942150200383343,0.00188057217724226
2010-12-31,0.009601135809042104,0.004167050982024052,0.12093880567966772,0.09755693380374253,0.010012605798667387,0.0005750813844025937,0.0006280050090423828,0.012557320137827406,0.004906381784268685,0.0005237777991151554,0.003686705000871232,0.003980000852446986
2009-12-31,0.01120428294659627,0.007255158942106734,0.1539247514420708,-0.13614907703497417,0.009688456690077436,0.0008179329676513434,0.0008588966085157593,0.01478665250395088,0.006418324688202261,0.00043250585341714,-0.003110681303362955,-0.003562413017977366
