Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.01306771965629945,0.0025766408239911933,0.20493813485277007,0.16868841573978033,0.0067891229965784256,0.001057109762446949,0.00090256885787094,0.015273711754190525,0.006543973903496752,0.0003745389279937367,0.0018984492071789513,0.0019049225107158148
2021-12-31,0.010275522427791827,0.0014037937705400174,0.22025948992310337,0.18195628542632625,0.007041238969926166,0.0009062199245846634,0.000653464671571128,0.016996554314878627,0.00675964542505643,0.00048051790739413994,0.001145321484579195,0.0012489089605150262
2020-12-31,0.011630211337385567,0.001697899290547892,0.14277070142819875,0.11485171137929513,0.0057266342517558085,0.0004468187770514391,0.00030608533576890855,0.009031322054975519,0.0031117489075245027,0.0004789786618017446,-0.0007031190102805366,-0.0008050064582124929
2019-12-31,0.012239525563098036,0.0018256469070180872,0.21081149350084682,0.1740184129232071,0.008355843688096524,0.0008497701778097998,0.000617496555605522,0.01921293297753828,0.0057670747567155475,0.0004418166643277618,-0.0005691932392402857,-0.0006738408110847759
2018-12-31,0.013910702929736604,0.0024822601222706762,0.2128814292753827,0.178178231395629,0.008283810552854314,0.0009663181643675682,0.0006639305179354471,0.019447395010233428,0.005936904661062696,0.00037122556152181454,0.0007556368705349364,0.0008575246051409966
2017-12-31,0.014165076829791323,0.0028049658549211317,0.22806820487550364,0.17608955571668214,0.00857194309382316,0.0009625250464114606,0.0006550759935872481,0.0198748672245395,0.00581673650869579,0.00034534496384545503,-0.0002568391705872103,-0.00025721661233861417
2016-12-31,0.013898871585548011,0.0026510013768619037,0.19150296281879808,0.1394989893139891,0.007563479200432199,0.0006807233351038934,0.0004575224916925891,0.014058654369284178,0.004184874591619289,0.00031950277344875214,-9.01550792821049e-05,-0.00011011391286138656
2015-12-31,0.014762559711315201,0.002623354504640742,0.1993737913728348,0.14940789749030883,0.007833603457590491,0.0007713768820964833,0.0005220799533336354,0.015667504339490664,0.00447213211686955,0.0002986092133155084,0.00018508450949642795,0.00021300055779683224
2014-12-31,0.01445198692636467,0.002535885520975515,0.18297373008741455,0.13821512963589286,0.0074554294975688815,0.0006801316875890758,0.00046414208141746756,0.013850099743516671,0.0040205257501997275,0.00028081334800688376,-0.0009314863216588255,-0.0009189007881428331
2013-12-31,0.011745566943224336,0.0018409003537607968,0.20502509389506113,0.15512644603886871,0.009058166756708085,0.0008831588192293331,0.0006303716382535593,0.018132594108655666,0.006250986176094925,0.0002526061555051665,0.0008473253179996515,0.0009021483517196265
2012-12-31,0.010050726888208586,0.0024703433670029335,0.18183549833742593,0.1385397708055965,0.009292274446245273,0.0007741510515548496,0.0005738591665824208,0.01672711728283116,0.006269588571485518,0.00023048503962597218,7.405471336469768e-05,2.6462919482675873e-05
2011-12-31,0.012487983791058461,0.0023862110748126748,0.16957427337438355,0.11070716348454222,0.008607959661444264,0.0006638811025154223,0.0004971470691563141,0.014374724733801393,0.004700426692444272,0.0002128103049685725,-0.0005731660568043213,-0.0006344429351602879
2010-12-31,0.011958531138618986,0.001931467693795637,0.10147188531344593,0.05897553653457429,0.007779578606158834,0.0004747839829184788,0.00027058589760126057,0.008786497059509315,0.0026454433266397933,0.0002612049545390757,-0.00037968287158041467,-0.0003963878485535272
2009-12-31,0.012946448378366386,0.0021373892248222203,0.08643780565068139,0.0629238292274332,0.007293354943273906,0.0004899827501880124,0.00027785234015472566,0.0084199072514832,0.0025497738646310334,0.0002507685148938999,0.001821188360341523,0.0018204561332634084
