,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,44915.00000,25944.00000,18971.00000,1471.00000,8993.00000,10578.00000,8393.00000,-558.00000,7835.00000,703.00000,7132.00000,6960.00000,,6950.00000,11774.00000,8393.00000,392.00000,394.00000,17.75000,17.63000
2021-12-31,39211.00000,19573.00000,19638.00000,1406.00000,8007.00000,9610.00000,10028.00000,-1187.00000,8841.00000,1109.00000,7732.00000,7728.00000,,7725.00000,12620.00000,10028.00000,394.00000,397.00000,19.62000,19.46000
2020-12-31,32218.00000,16214.00000,16004.00000,1181.00000,6930.00000,8210.00000,7794.00000,-564.00000,7230.00000,850.00000,6380.00000,6377.00000,,6375.00000,10119.00000,7794.00000,396.00000,399.00000,16.09000,15.96000
2019-12-31,25542.00000,14214.00000,11328.00000,1003.00000,6144.00000,6734.00000,4594.00000,-522.00000,4072.00000,374.00000,3698.00000,3698.00000,,3696.00000,6871.00000,4594.00000,400.00000,403.00000,9.24000,9.17000
2018-12-31,24358.00000,13501.00000,10857.00000,967.00000,6057.00000,7074.00000,3783.00000,-521.00000,3262.00000,324.00000,2938.00000,2938.00000,,2938.00000,6050.00000,3783.00000,402.00000,406.00000,7.31000,7.24000
2017-12-31,20918.00000,11470.00000,9448.00000,887.00000,5504.00000,6488.00000,2960.00000,-531.00000,2429.00000,201.00000,2228.00000,2228.00000,-3.00000,2225.00000,4993.00000,2960.00000,395.00000,398.00000,5.64000,5.59000
2016-12-31,18274.00000,9902.00000,8372.00000,754.00000,4971.00000,5914.00000,2458.00000,-434.00000,2024.00000,-1.00000,2025.00000,2025.00000,-3.00000,2022.00000,4216.00000,2458.00000,395.00000,397.00000,5.12000,5.09000
2015-12-31,16965.00000,9209.00000,7756.00000,692.00000,4612.00000,5420.00000,2336.00000,-400.00000,1936.00000,-44.00000,1980.00000,1980.00000,-5.00000,1975.00000,4024.00000,2336.00000,399.00000,402.00000,4.96000,4.92000
2014-12-31,16889.60000,9397.60100,7491.99900,691.10000,4896.10000,4988.99900,2502.99900,-415.80000,2087.20000,191.70000,1895.50000,1895.50000,-1.10000,1894.40000,4187.79900,2502.99900,398.20000,402.30000,4.76000,4.71000
2013-12-31,13090.30000,7561.20000,5529.10000,395.50000,3446.30000,3919.50000,1609.60000,-290.10000,1319.50000,40.40000,1279.10000,1279.10000,-5.80000,1273.30000,2609.50000,1609.60000,360.30000,365.80000,3.53000,3.48000
2012-12-31,12509.90000,7214.40000,5295.50000,376.40000,3354.90000,3813.40000,1482.10200,-212.70000,1269.40000,11.00000,1258.40000,1258.40000,-80.50000,1177.90000,2465.80200,1482.10200,363.80000,366.60000,3.24000,3.21000
2011-12-31,11558.80000,6764.80000,4794.00000,340.20000,3106.50000,3543.20000,1250.80000,-118.00000,1132.80000,109.40000,1023.40000,1023.40000,306.50000,1329.90000,2110.40000,1250.80000,380.80000,384.80000,3.49000,3.46000
2010-12-31,10393.10000,6131.60000,4261.50000,284.40000,2728.80000,3073.40000,1188.10000,-100.40000,1087.70000,101.60000,986.10000,986.10000,49.50000,1035.40000,1927.80000,1188.10000,403.30000,409.40000,2.57000,2.53000
2009-12-31,9911.60000,6013.80000,3897.80000,243.80000,2592.70000,2895.70000,1002.10000,-121.70000,880.40000,57.20000,823.20000,823.20000,27.10000,849.70000,1765.00000,1002.10000,412.40000,422.80000,2.06000,2.01000
