,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,60233.00000,9371.00000,50862.00000,27685.00000,-11110.00000,41764.00000,9098.00000,-518.00000,8580.00000,1746.00000,6834.00000,6834.00000,5643.00000,12096.00000,9098.00000,290.34800,294.66600,19.43000,19.15000
2021-12-31,58752.00000,9481.00000,49271.00000,26779.00000,-9848.00000,39480.00000,9791.00000,42.00000,9833.00000,2112.00000,7721.00000,7721.00000,6956.00000,12671.00000,9791.00000,323.31500,328.75200,21.52000,21.16000
2020-12-31,51533.00000,8369.00000,43164.00000,23874.00000,-9253.00000,35848.00000,7316.00000,-1886.00000,5430.00000,1043.00000,4387.00000,4387.00000,3754.00000,10067.00000,7316.00000,338.27400,343.60500,11.10000,10.93000
2019-12-31,51336.00000,8481.00000,42855.00000,23560.00000,-9438.00000,35594.00000,7261.00000,-2017.00000,5244.00000,1099.00000,4145.00000,4145.00000,3505.00000,9887.00000,7261.00000,341.21000,348.22600,10.27000,10.07000
2018-12-31,46677.00000,7724.00000,38953.00000,21425.00000,-8579.00000,32282.00000,6671.00000,-1336.00000,5335.00000,946.00000,4389.00000,4389.00000,3787.00000,8980.00000,6671.00000,347.29700,355.30300,10.90000,10.66000
2017-12-31,43614.00000,7316.00000,36298.00000,20059.00000,-8006.00000,30196.00000,6102.00000,-1721.00000,4381.00000,1638.00000,2743.00000,2743.00000,2216.00000,8264.00000,6102.00000,362.30500,372.22100,6.12000,5.95000
2016-12-31,41490.00000,6933.00000,34557.00000,18897.00000,-7442.00000,28305.00000,6252.00000,-1442.00000,4810.00000,1378.00000,3432.00000,3432.00000,2890.00000,8252.00000,6252.00000,383.59100,395.85100,7.53000,7.30000
2015-12-31,39678.00000,6638.00000,33040.00000,18115.00000,-7010.00000,27029.00000,6011.00000,-2054.00000,3957.00000,1261.00000,2696.00000,2696.00000,2129.00000,7950.00000,6011.00000,414.19300,426.72100,5.14000,4.99000
2014-12-31,36918.00000,6262.00000,30656.00000,16641.00000,-6587.00000,25048.00000,5608.00000,-2127.00000,3481.00000,1108.00000,2373.00000,2373.00000,1875.00000,7470.00000,5608.00000,435.66800,450.35200,4.30000,4.16000
2013-12-31,34182.00000,5970.00000,28212.00000,15646.00000,-5992.00000,23391.00000,4821.00000,-1875.00000,2946.00000,950.00000,1996.00000,1996.00000,1556.00000,6629.00000,4821.00000,445.06600,461.91300,3.50000,3.37000
2012-12-31,33013.00000,5717.00000,27296.00000,15089.00000,-5676.00000,22444.00000,4852.00000,-1958.00000,2894.00000,888.00000,2006.00000,2006.00000,1605.00000,6593.00000,4852.00000,440.17800,459.40300,3.65000,3.49000
2011-12-31,29682.00000,5179.00000,24503.00000,13440.00000,-5002.00000,19907.00000,4596.00000,-1035.00000,3561.00000,719.00000,2842.00000,2842.00000,2465.00000,6131.00000,4596.00000,476.60900,495.94300,5.17000,4.97000
2010-12-31,28035.00000,4961.00000,23074.00000,12484.00000,-4722.00000,18627.00000,4447.00000,-2216.00000,2231.00000,658.00000,1573.00000,1573.00000,1207.00000,5949.00000,4447.00000,426.42400,437.34700,2.83000,2.76000
2009-12-31,26776.00000,4868.00000,21908.00000,11958.00000,-4478.00000,17861.00000,4047.00000,-2045.00000,2002.00000,627.00000,1375.00000,1375.00000,1054.00000,5552.00000,4047.00000,425.56700,432.22700,2.48000,2.44000
