,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,8680.00000,5967.00000,2713.00000,1390.00000,-26.00000,1416.00000,1297.00000,-104.00000,1193.00000,288.00000,905.00000,905.00000,,842.00000,1468.00000,1297.00000,231.00000,232.00000,3.65000,3.63000
2021-12-31,8375.00000,5512.00000,2863.00000,1413.00000,-45.00000,1458.00000,1405.00000,-717.00000,688.00000,210.00000,478.00000,478.00000,,406.00000,1601.00000,1405.00000,249.00000,251.00000,1.63000,1.62000
2020-12-31,7188.00000,4601.00000,2587.00000,1292.00000,,1292.00000,1295.00000,-164.00000,1131.00000,269.00000,862.00000,862.00000,414.00000,1215.00000,1430.00000,1295.00000,264.00000,264.00000,4.60000,4.59000
2019-12-31,6707.00000,4336.00000,2371.00000,1274.00000,-9.00000,1283.00000,1088.00000,-174.00000,914.00000,230.00000,684.00000,684.00000,296.00000,929.00000,1259.00000,1088.00000,287.00000,288.00000,3.24000,3.22000
2018-12-31,6654.00000,4327.00000,2327.00000,1250.00000,,1250.00000,1077.00000,-170.00000,907.00000,221.00000,686.00000,686.00000,98.00000,727.00000,1254.00000,1077.00000,305.00000,307.00000,2.38000,2.37000
2017-12-31,6014.00000,3794.00000,2220.00000,1191.00000,,1191.00000,1029.00000,-311.00000,718.00000,245.00000,473.00000,473.00000,107.00000,528.00000,1181.00000,1029.00000,314.00000,318.00000,1.68000,1.66000
2016-12-31,7361.00000,4899.00000,2462.00000,1375.00000,,1375.00000,1087.00000,-255.00000,832.00000,296.00000,536.00000,536.00000,,487.00000,1246.00000,1087.00000,326.00000,330.00000,1.49000,1.48000
2015-12-31,7142.00000,4889.00000,2253.00000,1339.00000,,1339.00000,914.00000,-225.00000,689.00000,293.00000,396.00000,396.00000,-2.00000,350.00000,1067.00000,914.00000,338.00000,341.00000,1.03000,1.02000
2014-12-31,7006.00000,4946.00000,2060.00000,1347.00000,8.00000,1339.00000,721.00000,-214.00000,507.00000,-361.00000,868.00000,868.00000,35.00000,839.00000,903.00000,721.00000,349.00000,352.00000,2.40000,2.38000
2013-12-31,6761.00000,4802.00000,1959.00000,1347.00000,,1347.00000,612.00000,-226.00000,386.00000,86.00000,300.00000,300.00000,29.00000,282.00000,817.00000,612.00000,350.00000,352.00000,0.80000,0.80000
2012-12-31,7495.00000,5539.00000,1956.00000,1535.00000,-119.00000,1654.00000,302.00000,-229.00000,73.00000,91.00000,-18.00000,-18.00000,-61.00000,-116.00000,516.00000,302.00000,349.00000,349.00000,-0.33000,-0.33000
2011-12-31,7170.00000,5383.00000,1787.00000,1543.00000,-9.00000,2002.00000,-215.00000,-177.00000,-392.00000,-40.00000,-352.00000,-352.00000,-181.00000,-578.00000,48.00000,-215.00000,348.00000,348.00000,-1.66000,-1.66000
2010-12-31,7486.00000,5653.00000,1833.00000,1598.00000,0.00000,2296.00000,-463.00000,-278.00000,-741.00000,240.00000,-981.00000,-981.00000,-21.00000,-1046.00000,-184.00000,-463.00000,349.00000,349.00000,-3.00000,-3.00000
2009-12-31,7657.00000,5647.00000,2010.00000,1678.00000,,1940.00000,70.00000,-206.00000,-136.00000,-44.00000,-92.00000,-92.00000,-53.00000,-186.00000,324.00000,70.00000,351.00000,351.00000,-0.53000,-0.53000
